"N.º" "Fecha" "Tiempo, GMT+02:00" "Temp, °C (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Acoplador separado (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Acoplador adjunto (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Host conectado (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Parado (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Final de archivo (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)"	
08/08/2021	18:45:00	28.343
08/08/2021	19:00:00	28.343
08/08/2021	19:15:00	28.443
08/08/2021	19:30:00	28.343
08/08/2021	19:45:00	28.343
08/08/2021	20:00:00	28.343
08/08/2021	20:15:00	28.443
08/08/2021	20:30:00	28.443
08/08/2021	20:45:00	28.443
08/08/2021	21:00:00	28.443
08/08/2021	21:15:00	28.443
08/08/2021	21:30:00	28.343
08/08/2021	21:45:00	28.343
08/08/2021	22:00:00	28.343
08/08/2021	22:15:00	28.343
08/08/2021	22:30:00	28.343
08/08/2021	22:45:00	28.244
08/08/2021	23:00:00	28.244
08/08/2021	23:15:00	28.244
08/08/2021	23:30:00	28.244
08/08/2021	23:45:00	28.244
09/08/2021	0:00:00	28.244
09/08/2021	0:15:00	28.343
09/08/2021	0:30:00	28.244
09/08/2021	0:45:00	28.343
09/08/2021	1:00:00	28.343
09/08/2021	1:15:00	28.343
09/08/2021	1:30:00	28.343
09/08/2021	1:45:00	28.443
09/08/2021	2:00:00	28.343
09/08/2021	2:15:00	28.343
09/08/2021	2:30:00	28.145
09/08/2021	2:45:00	28.145
09/08/2021	3:00:00	28.145
09/08/2021	3:15:00	28.244
09/08/2021	3:30:00	28.244
09/08/2021	3:45:00	28.244
09/08/2021	4:00:00	28.244
09/08/2021	4:15:00	28.343
09/08/2021	4:30:00	28.343
09/08/2021	4:45:00	28.343
09/08/2021	5:00:00	28.343
09/08/2021	5:15:00	28.343
09/08/2021	5:30:00	28.343
09/08/2021	5:45:00	28.343
09/08/2021	6:00:00	28.343
09/08/2021	6:15:00	28.343
09/08/2021	6:30:00	28.343
09/08/2021	6:45:00	28.244
09/08/2021	7:00:00	28.343
09/08/2021	7:15:00	28.244
09/08/2021	7:30:00	28.244
09/08/2021	7:45:00	28.145
09/08/2021	8:00:00	27.848
09/08/2021	8:15:00	27.749
09/08/2021	8:30:00	27.848
09/08/2021	8:45:00	27.848
09/08/2021	9:00:00	27.848
09/08/2021	9:15:00	27.848
09/08/2021	9:30:00	27.848
09/08/2021	9:45:00	27.848
09/08/2021	10:00:00	27.848
09/08/2021	10:15:00	27.848
09/08/2021	10:30:00	27.947
09/08/2021	10:45:00	27.947
09/08/2021	11:00:00	28.046
09/08/2021	11:15:00	27.947
09/08/2021	11:30:00	28.046
09/08/2021	11:45:00	28.145
09/08/2021	12:00:00	27.947
09/08/2021	12:15:00	27.947
09/08/2021	12:30:00	27.947
09/08/2021	12:45:00	28.046
09/08/2021	13:00:00	28.046
09/08/2021	13:15:00	28.145
09/08/2021	13:30:00	28.145
09/08/2021	13:45:00	28.244
09/08/2021	14:00:00	28.343
09/08/2021	14:15:00	28.244
09/08/2021	14:30:00	28.343
09/08/2021	14:45:00	28.443
09/08/2021	15:00:00	28.641
09/08/2021	15:15:00	28.641
09/08/2021	15:30:00	28.443
09/08/2021	15:45:00	28.641
09/08/2021	16:00:00	28.542
09/08/2021	16:15:00	28.641
09/08/2021	16:30:00	28.343
09/08/2021	16:45:00	28.443
09/08/2021	17:00:00	28.343
09/08/2021	17:15:00	28.343
09/08/2021	17:30:00	28.343
09/08/2021	17:45:00	28.343
09/08/2021	18:00:00	28.343
09/08/2021	18:15:00	28.343
09/08/2021	18:30:00	28.343
09/08/2021	18:45:00	28.343
09/08/2021	19:00:00	28.343
09/08/2021	19:15:00	28.443
09/08/2021	19:30:00	28.343
09/08/2021	19:45:00	28.443
09/08/2021	20:00:00	28.343
09/08/2021	20:15:00	28.244
09/08/2021	20:30:00	28.343
09/08/2021	20:45:00	28.145
09/08/2021	21:00:00	28.343
09/08/2021	21:15:00	28.244
09/08/2021	21:30:00	28.343
09/08/2021	21:45:00	28.343
09/08/2021	22:00:00	28.244
09/08/2021	22:15:00	28.244
09/08/2021	22:30:00	28.145
09/08/2021	22:45:00	28.145
09/08/2021	23:00:00	28.145
09/08/2021	23:15:00	28.046
09/08/2021	23:30:00	28.046
09/08/2021	23:45:00	28.046
10/08/2021	0:00:00	28.244
10/08/2021	0:15:00	28.145
10/08/2021	0:30:00	28.145
10/08/2021	0:45:00	28.046
10/08/2021	1:00:00	28.046
10/08/2021	1:15:00	28.046
10/08/2021	1:30:00	27.947
10/08/2021	1:45:00	27.947
10/08/2021	2:00:00	27.947
10/08/2021	2:15:00	27.848
10/08/2021	2:30:00	27.848
10/08/2021	2:45:00	27.848
10/08/2021	3:00:00	27.947
10/08/2021	3:15:00	27.749
10/08/2021	3:30:00	27.848
10/08/2021	3:45:00	27.947
10/08/2021	4:00:00	28.046
10/08/2021	4:15:00	28.244
10/08/2021	4:30:00	28.145
10/08/2021	4:45:00	28.244
10/08/2021	5:00:00	28.145
10/08/2021	5:15:00	28.244
10/08/2021	5:30:00	28.244
10/08/2021	5:45:00	28.244
10/08/2021	6:00:00	28.244
10/08/2021	6:15:00	28.343
10/08/2021	6:30:00	28.145
10/08/2021	6:45:00	28.244
10/08/2021	7:00:00	28.244
10/08/2021	7:15:00	28.343
10/08/2021	7:30:00	28.343
10/08/2021	7:45:00	28.343
10/08/2021	8:00:00	28.343
10/08/2021	8:15:00	28.244
10/08/2021	8:30:00	28.244
10/08/2021	8:45:00	28.145
10/08/2021	9:00:00	28.244
10/08/2021	9:15:00	28.244
10/08/2021	9:30:00	28.244
10/08/2021	9:45:00	28.244
10/08/2021	10:00:00	28.244
10/08/2021	10:15:00	28.244
10/08/2021	10:30:00	28.244
10/08/2021	10:45:00	27.947
10/08/2021	11:00:00	27.947
10/08/2021	11:15:00	28.046
10/08/2021	11:30:00	28.145
10/08/2021	11:45:00	28.145
10/08/2021	12:00:00	28.145
10/08/2021	12:15:00	28.145
10/08/2021	12:30:00	27.848
10/08/2021	12:45:00	27.649
10/08/2021	13:00:00	28.244
10/08/2021	13:15:00	28.145
10/08/2021	13:30:00	28.046
10/08/2021	13:45:00	27.947
10/08/2021	14:00:00	27.848
10/08/2021	14:15:00	27.749
10/08/2021	14:30:00	27.848
10/08/2021	14:45:00	27.848
10/08/2021	15:00:00	27.947
10/08/2021	15:15:00	28.145
10/08/2021	15:30:00	28.244
10/08/2021	15:45:00	28.145
10/08/2021	16:00:00	28.244
10/08/2021	16:15:00	28.443
10/08/2021	16:30:00	28.443
10/08/2021	16:45:00	28.443
10/08/2021	17:00:00	28.542
10/08/2021	17:15:00	28.443
10/08/2021	17:30:00	28.542
10/08/2021	17:45:00	28.542
10/08/2021	18:00:00	28.343
10/08/2021	18:15:00	28.443
10/08/2021	18:30:00	28.343
10/08/2021	18:45:00	28.343
10/08/2021	19:00:00	28.244
10/08/2021	19:15:00	28.244
10/08/2021	19:30:00	28.145
10/08/2021	19:45:00	28.343
10/08/2021	20:00:00	28.145
10/08/2021	20:15:00	28.046
10/08/2021	20:30:00	28.046
10/08/2021	20:45:00	27.947
10/08/2021	21:00:00	27.947
10/08/2021	21:15:00	27.947
10/08/2021	21:30:00	27.848
10/08/2021	21:45:00	27.947
10/08/2021	22:00:00	28.046
10/08/2021	22:15:00	27.848
10/08/2021	22:30:00	27.947
10/08/2021	22:45:00	28.046
10/08/2021	23:00:00	27.649
10/08/2021	23:15:00	27.749
10/08/2021	23:30:00	27.848
10/08/2021	23:45:00	27.749
11/08/2021	0:00:00	27.749
11/08/2021	0:15:00	27.551
11/08/2021	0:30:00	27.749
11/08/2021	0:45:00	27.649
11/08/2021	1:00:00	27.749
11/08/2021	1:15:00	27.749
11/08/2021	1:30:00	27.848
11/08/2021	1:45:00	27.848
11/08/2021	2:00:00	27.848
11/08/2021	2:15:00	27.848
11/08/2021	2:30:00	27.749
11/08/2021	2:45:00	27.848
11/08/2021	3:00:00	27.947
11/08/2021	3:15:00	27.947
11/08/2021	3:30:00	27.947
11/08/2021	3:45:00	27.947
11/08/2021	4:00:00	27.947
11/08/2021	4:15:00	27.947
11/08/2021	4:30:00	27.947
11/08/2021	4:45:00	27.947
11/08/2021	5:00:00	27.848
11/08/2021	5:15:00	27.848
11/08/2021	5:30:00	28.145
11/08/2021	5:45:00	28.046
11/08/2021	6:00:00	27.947
11/08/2021	6:15:00	28.145
11/08/2021	6:30:00	28.046
11/08/2021	6:45:00	27.947
11/08/2021	7:00:00	28.046
11/08/2021	7:15:00	27.947
11/08/2021	7:30:00	28.244
11/08/2021	7:45:00	28.145
11/08/2021	8:00:00	28.443
11/08/2021	8:15:00	28.443
11/08/2021	8:30:00	28.542
11/08/2021	8:45:00	28.542
11/08/2021	9:00:00	28.542
11/08/2021	9:15:00	28.542
11/08/2021	9:30:00	27.947
11/08/2021	9:45:00	28.244
11/08/2021	10:00:00	28.244
11/08/2021	10:15:00	27.749
11/08/2021	10:30:00	27.354
11/08/2021	10:45:00	27.452
11/08/2021	11:00:00	27.551
11/08/2021	11:15:00	27.649
11/08/2021	11:30:00	27.452
11/08/2021	11:45:00	27.551
11/08/2021	12:00:00	28.046
11/08/2021	12:15:00	28.244
11/08/2021	12:30:00	28.046
11/08/2021	12:45:00	27.749
11/08/2021	13:00:00	27.749
11/08/2021	13:15:00	27.551
11/08/2021	13:30:00	27.452
11/08/2021	13:45:00	27.749
11/08/2021	14:00:00	27.649
11/08/2021	14:15:00	27.551
11/08/2021	14:30:00	27.157
11/08/2021	14:45:00	27.551
11/08/2021	15:00:00	27.452
11/08/2021	15:15:00	27.749
11/08/2021	15:30:00	27.749
11/08/2021	15:45:00	27.749
11/08/2021	16:00:00	27.848
11/08/2021	16:15:00	27.749
11/08/2021	16:30:00	27.848
11/08/2021	16:45:00	27.848
11/08/2021	17:00:00	28.046
11/08/2021	17:15:00	28.145
11/08/2021	17:30:00	27.848
11/08/2021	17:45:00	28.046
11/08/2021	18:00:00	27.947
11/08/2021	18:15:00	27.848
11/08/2021	18:30:00	27.848
11/08/2021	18:45:00	27.848
11/08/2021	19:00:00	27.947
11/08/2021	19:15:00	27.947
11/08/2021	19:30:00	28.145
11/08/2021	19:45:00	28.046
11/08/2021	20:00:00	27.848
11/08/2021	20:15:00	27.947
11/08/2021	20:30:00	27.848
11/08/2021	20:45:00	27.749
11/08/2021	21:00:00	28.046
11/08/2021	21:15:00	28.145
11/08/2021	21:30:00	28.046
11/08/2021	21:45:00	28.046
11/08/2021	22:00:00	28.046
11/08/2021	22:15:00	28.046
11/08/2021	22:30:00	28.046
11/08/2021	22:45:00	28.046
11/08/2021	23:00:00	28.046
11/08/2021	23:15:00	28.145
11/08/2021	23:30:00	28.244
11/08/2021	23:45:00	28.343
12/08/2021	0:00:00	28.443
12/08/2021	0:15:00	28.343
12/08/2021	0:30:00	28.244
12/08/2021	0:45:00	28.244
12/08/2021	1:00:00	28.343
12/08/2021	1:15:00	28.244
12/08/2021	1:30:00	28.343
12/08/2021	1:45:00	28.244
12/08/2021	2:00:00	28.542
12/08/2021	2:15:00	28.343
12/08/2021	2:30:00	28.443
12/08/2021	2:45:00	28.343
12/08/2021	3:00:00	28.343
12/08/2021	3:15:00	28.244
12/08/2021	3:30:00	27.749
12/08/2021	3:45:00	27.848
12/08/2021	4:00:00	27.749
12/08/2021	4:15:00	28.443
12/08/2021	4:30:00	28.542
12/08/2021	4:45:00	28.443
12/08/2021	5:00:00	28.741
12/08/2021	5:15:00	28.841
12/08/2021	5:30:00	28.741
12/08/2021	5:45:00	28.841
12/08/2021	6:00:00	28.443
12/08/2021	6:15:00	28.244
12/08/2021	6:30:00	28.443
12/08/2021	6:45:00	28.542
12/08/2021	7:00:00	28.741
12/08/2021	7:15:00	28.741
12/08/2021	7:30:00	28.343
12/08/2021	7:45:00	28.443
12/08/2021	8:00:00	28.343
12/08/2021	8:15:00	28.145
12/08/2021	8:30:00	28.145
12/08/2021	8:45:00	28.046
12/08/2021	9:00:00	28.046
12/08/2021	9:15:00	28.145
12/08/2021	9:30:00	28.046
12/08/2021	9:45:00	28.145
12/08/2021	10:00:00	28.145
12/08/2021	10:15:00	28.145
12/08/2021	10:30:00	28.046
12/08/2021	10:45:00	27.947
12/08/2021	11:00:00	28.244
12/08/2021	11:15:00	28.145
12/08/2021	11:30:00	28.145
12/08/2021	11:45:00	28.244
12/08/2021	12:00:00	28.443
12/08/2021	12:15:00	28.343
12/08/2021	12:30:00	28.343
12/08/2021	12:45:00	28.343
12/08/2021	13:00:00	28.343
12/08/2021	13:15:00	28.244
12/08/2021	13:30:00	28.443
12/08/2021	13:45:00	28.443
12/08/2021	14:00:00	28.443
12/08/2021	14:15:00	28.641
12/08/2021	14:30:00	28.542
12/08/2021	14:45:00	28.741
12/08/2021	15:00:00	28.841
12/08/2021	15:15:00	28.841
12/08/2021	15:30:00	28.940
12/08/2021	15:45:00	28.940
12/08/2021	16:00:00	28.940
12/08/2021	16:15:00	29.041
12/08/2021	16:30:00	29.141
12/08/2021	16:45:00	29.141
12/08/2021	17:00:00	29.141
12/08/2021	17:15:00	29.141
12/08/2021	17:30:00	29.141
12/08/2021	17:45:00	29.241
12/08/2021	18:00:00	29.241
12/08/2021	18:15:00	29.241
12/08/2021	18:30:00	29.241
12/08/2021	18:45:00	29.341
12/08/2021	19:00:00	29.241
12/08/2021	19:15:00	29.241
12/08/2021	19:30:00	29.241
12/08/2021	19:45:00	29.141
12/08/2021	20:00:00	29.241
12/08/2021	20:15:00	29.141
12/08/2021	20:30:00	29.041
12/08/2021	20:45:00	29.141
12/08/2021	21:00:00	29.241
12/08/2021	21:15:00	29.241
12/08/2021	21:30:00	29.141
12/08/2021	21:45:00	29.241
12/08/2021	22:00:00	29.341
12/08/2021	22:15:00	29.341
12/08/2021	22:30:00	29.341
12/08/2021	22:45:00	29.241
12/08/2021	23:00:00	29.241
12/08/2021	23:15:00	29.141
12/08/2021	23:30:00	29.141
12/08/2021	23:45:00	29.141
13/08/2021	0:00:00	28.940
13/08/2021	0:15:00	28.741
13/08/2021	0:30:00	28.741
13/08/2021	0:45:00	28.641
13/08/2021	1:00:00	28.443
13/08/2021	1:15:00	28.244
13/08/2021	1:30:00	28.343
13/08/2021	1:45:00	28.244
13/08/2021	2:00:00	28.244
13/08/2021	2:15:00	28.145
13/08/2021	2:30:00	28.145
13/08/2021	2:45:00	28.244
13/08/2021	3:00:00	28.244
13/08/2021	3:15:00	28.145
13/08/2021	3:30:00	27.947
13/08/2021	3:45:00	28.244
13/08/2021	4:00:00	28.244
13/08/2021	4:15:00	28.244
13/08/2021	4:30:00	28.244
13/08/2021	4:45:00	28.244
13/08/2021	5:00:00	28.145
13/08/2021	5:15:00	28.244
13/08/2021	5:30:00	28.343
13/08/2021	5:45:00	28.343
13/08/2021	6:00:00	28.343
13/08/2021	6:15:00	28.343
13/08/2021	6:30:00	28.343
13/08/2021	6:45:00	28.343
13/08/2021	7:00:00	28.343
13/08/2021	7:15:00	28.244
13/08/2021	7:30:00	28.343
13/08/2021	7:45:00	28.244
13/08/2021	8:00:00	28.145
13/08/2021	8:15:00	28.145
13/08/2021	8:30:00	28.244
13/08/2021	8:45:00	27.947
13/08/2021	9:00:00	28.343
13/08/2021	9:15:00	28.343
13/08/2021	9:30:00	28.244
13/08/2021	9:45:00	28.244
13/08/2021	10:00:00	28.244
13/08/2021	10:15:00	28.145
13/08/2021	10:30:00	28.244
13/08/2021	10:45:00	28.641
13/08/2021	11:00:00	28.542
13/08/2021	11:15:00	28.244
13/08/2021	11:30:00	28.542
13/08/2021	11:45:00	28.343
13/08/2021	12:00:00	28.145
13/08/2021	12:15:00	28.244
13/08/2021	12:30:00	28.343
13/08/2021	12:45:00	28.244
13/08/2021	13:00:00	28.542
13/08/2021	13:15:00	28.244
13/08/2021	13:30:00	28.145
13/08/2021	13:45:00	28.145
13/08/2021	14:00:00	27.947
13/08/2021	14:15:00	28.145
13/08/2021	14:30:00	28.145
13/08/2021	14:45:00	28.046
13/08/2021	15:00:00	28.145
13/08/2021	15:15:00	28.244
13/08/2021	15:30:00	28.046
13/08/2021	15:45:00	28.046
13/08/2021	16:00:00	28.443
13/08/2021	16:15:00	28.145
13/08/2021	16:30:00	28.641
13/08/2021	16:45:00	28.741
13/08/2021	17:00:00	28.741
13/08/2021	17:15:00	28.542
13/08/2021	17:30:00	28.841
13/08/2021	17:45:00	28.443
13/08/2021	18:00:00	28.841
13/08/2021	18:15:00	28.641
13/08/2021	18:30:00	28.841
13/08/2021	18:45:00	28.841
13/08/2021	19:00:00	28.641
13/08/2021	19:15:00	28.741
13/08/2021	19:30:00	28.542
13/08/2021	19:45:00	28.542
13/08/2021	20:00:00	28.641
13/08/2021	20:15:00	28.542
13/08/2021	20:30:00	28.542
13/08/2021	20:45:00	28.343
13/08/2021	21:00:00	28.542
13/08/2021	21:15:00	28.443
13/08/2021	21:30:00	28.443
13/08/2021	21:45:00	28.443
13/08/2021	22:00:00	28.443
13/08/2021	22:15:00	28.343
13/08/2021	22:30:00	28.542
13/08/2021	22:45:00	28.443
13/08/2021	23:00:00	28.542
13/08/2021	23:15:00	28.542
13/08/2021	23:30:00	28.343
13/08/2021	23:45:00	28.542
14/08/2021	0:00:00	28.343
14/08/2021	0:15:00	27.947
14/08/2021	0:30:00	28.343
14/08/2021	0:45:00	27.848
14/08/2021	1:00:00	27.848
14/08/2021	1:15:00	28.046
14/08/2021	1:30:00	27.947
14/08/2021	1:45:00	27.947
14/08/2021	2:00:00	27.551
14/08/2021	2:15:00	27.452
14/08/2021	2:30:00	27.649
14/08/2021	2:45:00	27.749
14/08/2021	3:00:00	27.749
14/08/2021	3:15:00	28.046
14/08/2021	3:30:00	27.749
14/08/2021	3:45:00	28.145
14/08/2021	4:00:00	28.046
14/08/2021	4:15:00	28.145
14/08/2021	4:30:00	28.244
14/08/2021	4:45:00	28.343
14/08/2021	5:00:00	28.244
14/08/2021	5:15:00	28.443
14/08/2021	5:30:00	28.542
14/08/2021	5:45:00	28.443
14/08/2021	6:00:00	28.443
14/08/2021	6:15:00	28.542
14/08/2021	6:30:00	28.641
14/08/2021	6:45:00	28.542
14/08/2021	7:00:00	28.542
14/08/2021	7:15:00	28.641
14/08/2021	7:30:00	28.542
14/08/2021	7:45:00	28.443
14/08/2021	8:00:00	28.343
14/08/2021	8:15:00	28.244
14/08/2021	8:30:00	28.145
14/08/2021	8:45:00	28.343
14/08/2021	9:00:00	28.343
14/08/2021	9:15:00	28.244
14/08/2021	9:30:00	28.542
14/08/2021	9:45:00	28.343
14/08/2021	10:00:00	28.343
14/08/2021	10:15:00	28.741
14/08/2021	10:30:00	28.542
14/08/2021	10:45:00	28.443
14/08/2021	11:00:00	28.542
14/08/2021	11:15:00	28.641
14/08/2021	11:30:00	28.542
14/08/2021	11:45:00	28.741
14/08/2021	12:00:00	28.641
14/08/2021	12:15:00	28.741
14/08/2021	12:30:00	28.841
14/08/2021	12:45:00	28.641
14/08/2021	13:00:00	28.641
14/08/2021	13:15:00	28.443
14/08/2021	13:30:00	28.641
14/08/2021	13:45:00	28.542
14/08/2021	14:00:00	28.641
14/08/2021	14:15:00	28.940
14/08/2021	14:30:00	28.641
14/08/2021	14:45:00	28.741
14/08/2021	15:00:00	28.841
14/08/2021	15:15:00	28.641
14/08/2021	15:30:00	28.940
14/08/2021	15:45:00	28.741
14/08/2021	16:00:00	29.041
14/08/2021	16:15:00	29.041
14/08/2021	16:30:00	28.940
14/08/2021	16:45:00	28.940
14/08/2021	17:00:00	29.041
14/08/2021	17:15:00	28.940
14/08/2021	17:30:00	28.940
14/08/2021	17:45:00	29.241
14/08/2021	18:00:00	29.341
14/08/2021	18:15:00	29.241
14/08/2021	18:30:00	29.341
14/08/2021	18:45:00	29.441
14/08/2021	19:00:00	29.441
14/08/2021	19:15:00	29.441
14/08/2021	19:30:00	29.541
14/08/2021	19:45:00	29.642
14/08/2021	20:00:00	29.642
14/08/2021	20:15:00	29.642
14/08/2021	20:30:00	29.642
14/08/2021	20:45:00	29.441
14/08/2021	21:00:00	29.642
14/08/2021	21:15:00	29.642
14/08/2021	21:30:00	29.642
14/08/2021	21:45:00	29.441
14/08/2021	22:00:00	29.341
14/08/2021	22:15:00	29.341
14/08/2021	22:30:00	29.341
14/08/2021	22:45:00	29.341
14/08/2021	23:00:00	29.341
14/08/2021	23:15:00	29.241
14/08/2021	23:30:00	29.041
14/08/2021	23:45:00	29.241
15/08/2021	0:00:00	29.041
15/08/2021	0:15:00	29.141
15/08/2021	0:30:00	28.940
15/08/2021	0:45:00	28.940
15/08/2021	1:00:00	28.940
15/08/2021	1:15:00	28.940
15/08/2021	1:30:00	28.940
15/08/2021	1:45:00	28.841
15/08/2021	2:00:00	28.841
15/08/2021	2:15:00	28.641
15/08/2021	2:30:00	28.641
15/08/2021	2:45:00	28.443
15/08/2021	3:00:00	28.641
15/08/2021	3:15:00	28.443
15/08/2021	3:30:00	28.443
15/08/2021	3:45:00	28.542
15/08/2021	4:00:00	28.641
15/08/2021	4:15:00	28.542
15/08/2021	4:30:00	28.641
15/08/2021	4:45:00	28.641
15/08/2021	5:00:00	28.641
15/08/2021	5:15:00	28.641
15/08/2021	5:30:00	28.641
15/08/2021	5:45:00	28.641
15/08/2021	6:00:00	28.741
15/08/2021	6:15:00	28.741
15/08/2021	6:30:00	28.841
15/08/2021	6:45:00	28.741
15/08/2021	7:00:00	28.741
15/08/2021	7:15:00	28.841
15/08/2021	7:30:00	28.841
15/08/2021	7:45:00	28.841
15/08/2021	8:00:00	28.841
15/08/2021	8:15:00	28.841
15/08/2021	8:30:00	28.841
15/08/2021	8:45:00	28.841
15/08/2021	9:00:00	28.841
15/08/2021	9:15:00	28.841
15/08/2021	9:30:00	28.841
15/08/2021	9:45:00	28.841
15/08/2021	10:00:00	28.841
15/08/2021	10:15:00	28.940
15/08/2021	10:30:00	28.940
15/08/2021	10:45:00	28.940
15/08/2021	11:00:00	28.841
15/08/2021	11:15:00	28.841
15/08/2021	11:30:00	28.940
15/08/2021	11:45:00	28.940
15/08/2021	12:00:00	28.940
15/08/2021	12:15:00	28.940
15/08/2021	12:30:00	28.940
15/08/2021	12:45:00	28.940
15/08/2021	13:00:00	28.841
15/08/2021	13:15:00	29.041
15/08/2021	13:30:00	28.940
15/08/2021	13:45:00	28.940
15/08/2021	14:00:00	29.141
15/08/2021	14:15:00	29.041
15/08/2021	14:30:00	29.041
15/08/2021	14:45:00	28.940
15/08/2021	15:00:00	28.940
15/08/2021	15:15:00	28.940
15/08/2021	15:30:00	28.940
15/08/2021	15:45:00	28.940
15/08/2021	16:00:00	29.041
15/08/2021	16:15:00	29.041
15/08/2021	16:30:00	29.041
15/08/2021	16:45:00	29.041
15/08/2021	17:00:00	29.041
15/08/2021	17:15:00	29.041
15/08/2021	17:30:00	29.041
15/08/2021	17:45:00	29.041
15/08/2021	18:00:00	29.041
15/08/2021	18:15:00	28.940
15/08/2021	18:30:00	29.041
15/08/2021	18:45:00	29.141
15/08/2021	19:00:00	29.041
15/08/2021	19:15:00	29.141
15/08/2021	19:30:00	29.141
15/08/2021	19:45:00	29.141
15/08/2021	20:00:00	29.341
15/08/2021	20:15:00	29.041
15/08/2021	20:30:00	28.940
15/08/2021	20:45:00	28.940
15/08/2021	21:00:00	29.041
15/08/2021	21:15:00	29.041
15/08/2021	21:30:00	29.241
15/08/2021	21:45:00	29.241
15/08/2021	22:00:00	29.241
15/08/2021	22:15:00	29.341
15/08/2021	22:30:00	29.341
15/08/2021	22:45:00	29.341
15/08/2021	23:00:00	29.341
15/08/2021	23:15:00	29.341
15/08/2021	23:30:00	29.241
15/08/2021	23:45:00	29.141
16/08/2021	0:00:00	29.141
16/08/2021	0:15:00	29.041
16/08/2021	0:30:00	29.041
16/08/2021	0:45:00	28.940
16/08/2021	1:00:00	28.940
16/08/2021	1:15:00	28.940
16/08/2021	1:30:00	28.841
16/08/2021	1:45:00	28.841
16/08/2021	2:00:00	28.841
16/08/2021	2:15:00	28.841
16/08/2021	2:30:00	28.841
16/08/2021	2:45:00	28.641
16/08/2021	3:00:00	28.741
16/08/2021	3:15:00	28.741
16/08/2021	3:30:00	28.741
16/08/2021	3:45:00	28.741
16/08/2021	4:00:00	28.741
16/08/2021	4:15:00	28.741
16/08/2021	4:30:00	28.741
16/08/2021	4:45:00	28.741
16/08/2021	5:00:00	28.741
16/08/2021	5:15:00	28.741
16/08/2021	5:30:00	28.741
16/08/2021	5:45:00	28.741
16/08/2021	6:00:00	28.741
16/08/2021	6:15:00	28.741
16/08/2021	6:30:00	28.741
16/08/2021	6:45:00	28.841
16/08/2021	7:00:00	28.841
16/08/2021	7:15:00	28.841
16/08/2021	7:30:00	28.841
16/08/2021	7:45:00	28.841
16/08/2021	8:00:00	28.841
16/08/2021	8:15:00	28.841
16/08/2021	8:30:00	28.841
16/08/2021	8:45:00	28.841
16/08/2021	9:00:00	28.841
16/08/2021	9:15:00	28.841
16/08/2021	9:30:00	28.841
16/08/2021	9:45:00	28.841
16/08/2021	10:00:00	28.841
16/08/2021	10:15:00	28.841
16/08/2021	10:30:00	28.841
16/08/2021	10:45:00	28.841
16/08/2021	11:00:00	28.841
16/08/2021	11:15:00	28.841
16/08/2021	11:30:00	28.841
16/08/2021	11:45:00	28.841
16/08/2021	12:00:00	28.841
16/08/2021	12:15:00	28.841
16/08/2021	12:30:00	28.940
16/08/2021	12:45:00	28.940
16/08/2021	13:00:00	28.940
16/08/2021	13:15:00	28.940
16/08/2021	13:30:00	28.841
16/08/2021	13:45:00	28.841
16/08/2021	14:00:00	28.841
16/08/2021	14:15:00	28.841
16/08/2021	14:30:00	28.841
16/08/2021	14:45:00	28.841
16/08/2021	15:00:00	28.841
16/08/2021	15:15:00	28.841
16/08/2021	15:30:00	28.841
16/08/2021	15:45:00	28.841
16/08/2021	16:00:00	28.841
16/08/2021	16:15:00	28.841
16/08/2021	16:30:00	28.841
16/08/2021	16:45:00	28.841
16/08/2021	17:00:00	28.841
16/08/2021	17:15:00	28.841
16/08/2021	17:30:00	28.841
16/08/2021	17:45:00	28.841
16/08/2021	18:00:00	28.841
16/08/2021	18:15:00	28.841
16/08/2021	18:30:00	29.041
16/08/2021	18:45:00	29.341
16/08/2021	19:00:00	29.241
16/08/2021	19:15:00	29.041
16/08/2021	19:30:00	29.141
16/08/2021	19:45:00	28.940
16/08/2021	20:00:00	28.940
16/08/2021	20:15:00	28.940
16/08/2021	20:30:00	29.041
16/08/2021	20:45:00	29.041
16/08/2021	21:00:00	29.041
16/08/2021	21:15:00	28.841
16/08/2021	21:30:00	28.741
16/08/2021	21:45:00	28.741
16/08/2021	22:00:00	28.841
16/08/2021	22:15:00	28.841
16/08/2021	22:30:00	28.841
16/08/2021	22:45:00	28.841
16/08/2021	23:00:00	28.841
16/08/2021	23:15:00	28.841
16/08/2021	23:30:00	28.841
16/08/2021	23:45:00	28.841
17/08/2021	0:00:00	28.841
17/08/2021	0:15:00	28.841
17/08/2021	0:30:00	28.841
17/08/2021	0:45:00	28.841
17/08/2021	1:00:00	28.841
17/08/2021	1:15:00	28.841
17/08/2021	1:30:00	28.841
17/08/2021	1:45:00	28.841
17/08/2021	2:00:00	28.841
17/08/2021	2:15:00	28.940
17/08/2021	2:30:00	28.940
17/08/2021	2:45:00	28.940
17/08/2021	3:00:00	28.841
17/08/2021	3:15:00	28.841
17/08/2021	3:30:00	28.741
17/08/2021	3:45:00	28.741
17/08/2021	4:00:00	28.641
17/08/2021	4:15:00	28.641
