"N.º"	"Fecha"	"Tiempo, GMT+01:00"	"Temp, °C (LGR S/N: 10933126, SEN S/N: 10933126, LBL: Aire_05m_Febrero_2021)"	"Acoplador separado (LGR S/N: 10933126, SEN S/N: 10933126)"	"Acoplador adjunto (LGR S/N: 10933126, SEN S/N: 10933126)"	"Host conectado (LGR S/N: 10933126, SEN S/N: 10933126)"	"Parado (LGR S/N: 10933126, SEN S/N: 10933126)"	"Final de archivo (LGR S/N: 10933126, SEN S/N: 10933126)"
248	14/02/21	21:00:00	14.337					
249	14/02/21	22:00:00	14.337					
250	14/02/21	23:00:00	14.314					
251	15/02/21	00:00:00	14.242					
252	15/02/21	01:00:00	14.098					
253	15/02/21	02:00:00	14.002					
254	15/02/21	03:00:00	14.002					
255	15/02/21	04:00:00	13.930					
256	15/02/21	05:00:00	14.146					
257	15/02/21	06:00:00	14.218					
258	15/02/21	07:00:00	14.242					
259	15/02/21	08:00:00	14.266					
260	15/02/21	09:00:00	14.242					
261	15/02/21	10:00:00	14.266					
262	15/02/21	11:00:00	14.290					
263	15/02/21	12:00:00	14.290					
264	15/02/21	13:00:00	14.242					
265	15/02/21	14:00:00	14.194					
266	15/02/21	15:00:00	14.194					
267	15/02/21	16:00:00	14.314					
268	15/02/21	17:00:00	14.314					
269	15/02/21	18:00:00	14.337					
270	15/02/21	19:00:00	14.290					
271	15/02/21	20:00:00	14.290					
272	15/02/21	21:00:00	14.337					
273	15/02/21	22:00:00	14.314					
274	15/02/21	23:00:00	14.266					
275	16/02/21	00:00:00	14.242					
276	16/02/21	01:00:00	14.194					
277	16/02/21	02:00:00	14.170					
278	16/02/21	03:00:00	14.146					
279	16/02/21	04:00:00	14.146					
280	16/02/21	05:00:00	14.146					
281	16/02/21	06:00:00	14.122					
282	16/02/21	07:00:00	14.098					
283	16/02/21	08:00:00	14.122					
284	16/02/21	09:00:00	14.122					
285	16/02/21	10:00:00	14.146					
286	16/02/21	11:00:00	14.122					
287	16/02/21	12:00:00	14.146					
288	16/02/21	13:00:00	14.218					
289	16/02/21	14:00:00	14.170					
290	16/02/21	15:00:00	14.218					
291	16/02/21	16:00:00	14.218					
292	16/02/21	17:00:00	14.194					
293	16/02/21	18:00:00	14.194					
294	16/02/21	19:00:00	14.170					
295	16/02/21	20:00:00	14.122					
296	16/02/21	21:00:00	14.098					
297	16/02/21	22:00:00	14.050					
298	16/02/21	23:00:00	14.050					
299	17/02/21	00:00:00	14.002					
300	17/02/21	01:00:00	14.002					
301	17/02/21	02:00:00	13.954					
302	17/02/21	03:00:00	13.930					
303	17/02/21	04:00:00	13.930					
304	17/02/21	05:00:00	13.906					
305	17/02/21	06:00:00	13.930					
306	17/02/21	07:00:00	13.906					
307	17/02/21	08:00:00	13.882					
308	17/02/21	09:00:00	13.858					
309	17/02/21	10:00:00	13.858					
310	17/02/21	11:00:00	13.858					
311	17/02/21	12:00:00	13.882					
312	17/02/21	13:00:00	13.930					
313	17/02/21	14:00:00	13.954					
314	17/02/21	15:00:00	14.122					
315	17/02/21	16:00:00	14.146					
316	17/02/21	17:00:00	14.050					
317	17/02/21	18:00:00	14.290					
318	17/02/21	19:00:00	14.290					
319	17/02/21	20:00:00	14.266					
320	17/02/21	21:00:00	14.290					
321	17/02/21	22:00:00	14.290					
322	17/02/21	23:00:00	14.170					
323	18/02/21	00:00:00	14.146					
324	18/02/21	01:00:00	14.026					
325	18/02/21	02:00:00	14.050					
326	18/02/21	03:00:00	13.978					
327	18/02/21	04:00:00	14.026					
328	18/02/21	05:00:00	14.050					
329	18/02/21	06:00:00	14.074					
330	18/02/21	07:00:00	14.122					
331	18/02/21	08:00:00	14.170					
332	18/02/21	09:00:00	14.194					
333	18/02/21	10:00:00	14.146					
334	18/02/21	11:00:00	14.242					
335	18/02/21	12:00:00	14.290					
336	18/02/21	13:00:00	14.290					
337	18/02/21	14:00:00	14.457					
338	18/02/21	15:00:00	14.457					
339	18/02/21	16:00:00	14.529					
340	18/02/21	17:00:00	14.505					
341	18/02/21	18:00:00	14.481					
342	18/02/21	19:00:00	14.457					
343	18/02/21	20:00:00	14.409					
344	18/02/21	21:00:00	14.409					
345	18/02/21	22:00:00	14.409					
346	18/02/21	23:00:00	14.409					
347	19/02/21	00:00:00	14.385					
348	19/02/21	01:00:00	14.361					
349	19/02/21	02:00:00	14.337					
350	19/02/21	03:00:00	14.337					
351	19/02/21	04:00:00	14.337					
352	19/02/21	05:00:00	14.314					
353	19/02/21	06:00:00	14.314					
354	19/02/21	07:00:00	14.337					
355	19/02/21	08:00:00	14.314					
356	19/02/21	09:00:00	14.194					
357	19/02/21	10:00:00	14.170					
358	19/02/21	11:00:00	14.170					
359	19/02/21	12:00:00	14.314					
360	19/02/21	13:00:00	14.505					
361	19/02/21	14:00:00	14.745					
362	19/02/21	15:00:00	14.481					
363	19/02/21	16:00:00	14.433					
364	19/02/21	17:00:00	14.673					
365	19/02/21	18:00:00	14.649					
366	19/02/21	19:00:00	14.697					
367	19/02/21	20:00:00	14.625					
368	19/02/21	21:00:00	14.601					
369	19/02/21	22:00:00	14.601					
370	19/02/21	23:00:00	14.601					
371	20/02/21	00:00:00	14.433					
372	20/02/21	01:00:00	14.433					
373	20/02/21	02:00:00	14.314					
374	20/02/21	03:00:00	14.409					
375	20/02/21	04:00:00	14.457					
376	20/02/21	05:00:00	14.481					
377	20/02/21	06:00:00	14.457					
378	20/02/21	07:00:00	14.505					
379	20/02/21	08:00:00	14.218					
380	20/02/21	09:00:00	14.433					
381	20/02/21	10:00:00	14.457					
382	20/02/21	11:00:00	14.481					
383	20/02/21	12:00:00	14.505					
384	20/02/21	13:00:00	14.577					
385	20/02/21	14:00:00	14.601					
386	20/02/21	15:00:00	14.673					
387	20/02/21	16:00:00	14.601					
388	20/02/21	17:00:00	14.649					
389	20/02/21	18:00:00	14.625					
390	20/02/21	19:00:00	14.601					
391	20/02/21	20:00:00	14.601					
392	20/02/21	21:00:00	14.601					
393	20/02/21	22:00:00	14.601					
394	20/02/21	23:00:00	14.601					
395	21/02/21	00:00:00	14.577					
396	21/02/21	01:00:00	14.577					
397	21/02/21	02:00:00	14.577					
398	21/02/21	03:00:00	14.553					
399	21/02/21	04:00:00	14.553					
400	21/02/21	05:00:00	14.529					
401	21/02/21	06:00:00	14.529					
402	21/02/21	07:00:00	14.529					
403	21/02/21	08:00:00	14.529					
404	21/02/21	09:00:00	14.529					
405	21/02/21	10:00:00	14.505					
406	21/02/21	11:00:00	14.505					
407	21/02/21	12:00:00	14.529					
408	21/02/21	13:00:00	14.577					
409	21/02/21	14:00:00	14.553					
410	21/02/21	15:00:00	14.553					
411	21/02/21	16:00:00	14.553					
412	21/02/21	17:00:00	14.553					
413	21/02/21	18:00:00	14.529					
414	21/02/21	19:00:00	14.529					
415	21/02/21	20:00:00	14.529					
416	21/02/21	21:00:00	14.553					
417	21/02/21	22:00:00	14.553					
418	21/02/21	23:00:00	14.529					
419	22/02/21	00:00:00	14.529					
420	22/02/21	01:00:00	14.529					
421	22/02/21	02:00:00	14.529					
422	22/02/21	03:00:00	14.529					
423	22/02/21	04:00:00	14.529					
424	22/02/21	05:00:00	14.553					
425	22/02/21	06:00:00	14.553					
426	22/02/21	07:00:00	14.553					
427	22/02/21	08:00:00	14.553					
428	22/02/21	09:00:00	14.457					
429	22/02/21	10:00:00	14.194					
430	22/02/21	11:00:00	14.194					
431	22/02/21	12:00:00	14.218					
432	22/02/21	13:00:00	14.218					
433	22/02/21	14:00:00	14.218					
434	22/02/21	15:00:00	14.218					
435	22/02/21	16:00:00	14.170					
436	22/02/21	17:00:00	14.194					
437	22/02/21	18:00:00	14.266					
438	22/02/21	19:00:00	14.266					
439	22/02/21	20:00:00	14.314					
440	22/02/21	21:00:00	14.433					
441	22/02/21	22:00:00	14.481					
442	22/02/21	23:00:00	14.481					
443	23/02/21	00:00:00	14.481					
444	23/02/21	01:00:00	14.481					
445	23/02/21	02:00:00	14.481					
446	23/02/21	03:00:00	14.481					
447	23/02/21	04:00:00	14.409					
448	23/02/21	05:00:00	14.290					
449	23/02/21	06:00:00	14.266					
450	23/02/21	07:00:00	14.218					
451	23/02/21	08:00:00	14.146					
452	23/02/21	09:00:00	14.122					
453	23/02/21	10:00:00	14.098					
454	23/02/21	11:00:00	14.122					
455	23/02/21	12:00:00	14.098					
456	23/02/21	13:00:00	14.170					
457	23/02/21	14:00:00	14.218					
458	23/02/21	15:00:00	14.433					
459	23/02/21	16:00:00	14.409					
460	23/02/21	17:00:00	14.433					
461	23/02/21	18:00:00	14.529					
462	23/02/21	19:00:00	14.553					
463	23/02/21	20:00:00	14.577					
464	23/02/21	21:00:00	14.601					
465	23/02/21	22:00:00	14.601					
466	23/02/21	23:00:00	14.601					
467	24/02/21	00:00:00	14.601					
468	24/02/21	01:00:00	14.601					
469	24/02/21	02:00:00	14.481					
470	24/02/21	03:00:00	14.457					
471	24/02/21	04:00:00	14.433					
472	24/02/21	05:00:00	14.433					
473	24/02/21	06:00:00	14.433					
474	24/02/21	07:00:00	14.433					
475	24/02/21	08:00:00	14.337					
476	24/02/21	09:00:00	14.409					
477	24/02/21	10:00:00	14.481					
478	24/02/21	11:00:00	14.505					
479	24/02/21	12:00:00	14.577					
480	24/02/21	13:00:00	14.625					
481	24/02/21	14:00:00	14.721					
482	24/02/21	15:00:00	14.745					
483	24/02/21	16:00:00	14.601					
484	24/02/21	17:00:00	14.625					
485	24/02/21	18:00:00	14.577					
486	24/02/21	19:00:00	14.481					
487	24/02/21	20:00:00	14.457					
488	24/02/21	21:00:00	14.433					
489	24/02/21	22:00:00	14.409					
490	24/02/21	23:00:00	14.361					
491	25/02/21	00:00:00	14.385					
492	25/02/21	01:00:00	14.314					
493	25/02/21	02:00:00	14.577					
494	25/02/21	03:00:00	14.625					
495	25/02/21	04:00:00	14.625					
496	25/02/21	05:00:00	14.601					
497	25/02/21	06:00:00	14.433					
498	25/02/21	07:00:00	14.505					
499	25/02/21	08:00:00	14.481					
500	25/02/21	09:00:00	14.481					
501	25/02/21	10:00:00	14.481					
502	25/02/21	11:00:00	14.481					
503	25/02/21	12:00:00	14.553					
504	25/02/21	13:00:00	14.505					
505	25/02/21	14:00:00	14.768					
506	25/02/21	15:00:00	14.625					
507	25/02/21	16:00:00	14.960					
508	25/02/21	17:00:00	14.888					
509	25/02/21	18:00:00	14.888					
510	25/02/21	19:00:00	14.840					
511	25/02/21	20:00:00	14.768					
512	25/02/21	21:00:00	14.721					
513	25/02/21	22:00:00	14.768					
514	25/02/21	23:00:00	14.792					
515	26/02/21	00:00:00	14.792					
516	26/02/21	01:00:00	14.745					
517	26/02/21	02:00:00	14.649					
518	26/02/21	03:00:00	14.649					
519	26/02/21	04:00:00	14.433					
520	26/02/21	05:00:00	14.649					
521	26/02/21	06:00:00	14.577					
522	26/02/21	07:00:00	14.505					
523	26/02/21	08:00:00	14.290					
524	26/02/21	09:00:00	14.290					
525	26/02/21	10:00:00	14.361					
526	26/02/21	11:00:00	14.314					
527	26/02/21	12:00:00	14.481					
528	26/02/21	13:00:00	14.529					
529	26/02/21	14:00:00	14.673					
530	26/02/21	15:00:00	14.768					
531	26/02/21	16:00:00	14.745					
532	26/02/21	17:00:00	14.649					
533	26/02/21	18:00:00	14.601					
534	26/02/21	19:00:00	14.625					
535	26/02/21	20:00:00	14.673					
536	26/02/21	21:00:00	14.601					
537	26/02/21	22:00:00	14.577					
538	26/02/21	23:00:00	14.457					
539	27/02/21	00:00:00	14.577					
540	27/02/21	01:00:00	14.337					
541	27/02/21	02:00:00	14.457					
542	27/02/21	03:00:00	14.409					
543	27/02/21	04:00:00	14.625					
544	27/02/21	05:00:00	14.529					
545	27/02/21	06:00:00	14.553					
546	27/02/21	07:00:00	14.577					
547	27/02/21	08:00:00	14.577					
548	27/02/21	09:00:00	14.553					
549	27/02/21	10:00:00	14.577					
550	27/02/21	11:00:00	14.577					
551	27/02/21	12:00:00	14.409					
552	27/02/21	13:00:00	14.242					
553	27/02/21	14:00:00	14.625					
554	27/02/21	15:00:00	14.601					
555	27/02/21	16:00:00	14.816					
556	27/02/21	17:00:00	14.864					
557	27/02/21	18:00:00	14.721					
558	27/02/21	19:00:00	14.433					
559	27/02/21	20:00:00	14.673					
560	27/02/21	21:00:00	14.673					
561	27/02/21	22:00:00	14.721					
562	27/02/21	23:00:00	14.745					
563	28/02/21	00:00:00	14.768					
564	28/02/21	01:00:00	14.697					
565	28/02/21	02:00:00	14.673					
566	28/02/21	03:00:00	14.673					
567	28/02/21	04:00:00	14.649					
568	28/02/21	05:00:00	14.625					
569	28/02/21	06:00:00	14.649					
570	28/02/21	07:00:00	14.625					
571	28/02/21	08:00:00	14.601					
572	28/02/21	09:00:00	14.601					
573	28/02/21	10:00:00	14.625					
574	28/02/21	11:00:00	14.577					
575	28/02/21	12:00:00	14.553					
576	28/02/21	13:00:00	14.625					
577	28/02/21	14:00:00	14.721					
578	28/02/21	15:00:00	15.055					
579	28/02/21	16:00:00	14.960					
580	28/02/21	17:00:00	14.936					
581	28/02/21	18:00:00	14.888					
582	28/02/21	19:00:00	14.864					
583	28/02/21	20:00:00	14.792					
584	28/02/21	21:00:00	14.673					
585	28/02/21	22:00:00	14.649					
586	28/02/21	23:00:00	14.673					
587	01/03/21	00:00:00	14.673					
588	01/03/21	01:00:00	14.625					
589	01/03/21	02:00:00	14.529					
590	01/03/21	03:00:00	14.505					
591	01/03/21	04:00:00	14.625					
592	01/03/21	05:00:00	14.649					
593	01/03/21	06:00:00	14.649					
594	01/03/21	07:00:00	14.577					
595	01/03/21	08:00:00	14.529					
596	01/03/21	09:00:00	14.553					
597	01/03/21	10:00:00	14.529					
598	01/03/21	11:00:00	14.529					
599	01/03/21	12:00:00	14.481					
600	01/03/21	13:00:00	14.457					
601	01/03/21	14:00:00	14.409					
602	01/03/21	15:00:00	14.577					
603	01/03/21	16:00:00	14.529					
604	01/03/21	17:00:00	14.433					
605	01/03/21	18:00:00	14.529					
606	01/03/21	19:00:00	14.601					
607	01/03/21	20:00:00	14.649					
608	01/03/21	21:00:00	14.673					
609	01/03/21	22:00:00	14.673					
610	01/03/21	23:00:00	14.673					
611	02/03/21	00:00:00	14.673					
612	02/03/21	01:00:00	14.601					
613	02/03/21	02:00:00	14.625					
614	02/03/21	03:00:00	14.625					
615	02/03/21	04:00:00	14.577					
616	02/03/21	05:00:00	14.649					
617	02/03/21	06:00:00	14.649					
618	02/03/21	07:00:00	14.649					
619	02/03/21	08:00:00	14.625					
620	02/03/21	09:00:00	14.577					
621	02/03/21	10:00:00	14.577					
622	02/03/21	11:00:00	14.601					
623	02/03/21	12:00:00	14.625					
624	02/03/21	13:00:00	14.625					
625	02/03/21	14:00:00	14.577					
626	02/03/21	15:00:00	14.601					
627	02/03/21	16:00:00	14.601					
628	02/03/21	17:00:00	14.649					
629	02/03/21	18:00:00	14.649					
630	02/03/21	19:00:00	14.673					
631	02/03/21	20:00:00	14.673					
632	02/03/21	21:00:00	14.673					
633	02/03/21	22:00:00	14.673					
634	02/03/21	23:00:00	14.529					
635	03/03/21	00:00:00	14.457					
636	03/03/21	01:00:00	14.409					
637	03/03/21	02:00:00	14.457					
638	03/03/21	03:00:00	14.457					
639	03/03/21	04:00:00	14.457					
640	03/03/21	05:00:00	14.409					
641	03/03/21	06:00:00	14.553					
642	03/03/21	07:00:00	14.625					
643	03/03/21	08:00:00	14.625					
644	03/03/21	09:00:00	14.649					
645	03/03/21	10:00:00	14.649					
646	03/03/21	11:00:00	14.673					
647	03/03/21	12:00:00	14.625					
648	03/03/21	13:00:00	14.601					
649	03/03/21	14:00:00	14.553					
650	03/03/21	15:00:00	14.625					
651	03/03/21	16:00:00	14.553					
652	03/03/21	17:00:00	14.481					
653	03/03/21	18:00:00	14.409					
654	03/03/21	19:00:00	14.361					
655	03/03/21	20:00:00	14.361					
656	03/03/21	21:00:00	14.481					
657	03/03/21	22:00:00	14.577					
658	03/03/21	23:00:00	14.577					
659	04/03/21	00:00:00	14.601					
660	04/03/21	01:00:00	14.601					
661	04/03/21	02:00:00	14.601					
662	04/03/21	03:00:00	14.625					
663	04/03/21	04:00:00	14.721					
664	04/03/21	05:00:00	14.721					
665	04/03/21	06:00:00	14.745					
666	04/03/21	07:00:00	14.745					
667	04/03/21	08:00:00	14.529					
668	04/03/21	09:00:00	14.433					
669	04/03/21	10:00:00	14.481					
670	04/03/21	11:00:00	14.577					
671	04/03/21	12:00:00	14.577					
672	04/03/21	13:00:00	14.601					
673	04/03/21	14:00:00	14.601					
674	04/03/21	15:00:00	14.673					
675	04/03/21	16:00:00	14.673					
676	04/03/21	17:00:00	14.697					
677	04/03/21	18:00:00	14.792					
678	04/03/21	19:00:00	14.792					
679	04/03/21	20:00:00	14.768					
680	04/03/21	21:00:00	14.768					
681	04/03/21	22:00:00	14.768					
682	04/03/21	23:00:00	14.792					
683	05/03/21	00:00:00	14.792					
684	05/03/21	01:00:00	14.768					
685	05/03/21	02:00:00	14.768					
686	05/03/21	03:00:00	14.745					
687	05/03/21	04:00:00	14.697					
688	05/03/21	05:00:00	14.577					
689	05/03/21	06:00:00	14.577					
690	05/03/21	07:00:00	14.529					
691	05/03/21	08:00:00	14.457					
692	05/03/21	09:00:00	14.337					
693	05/03/21	10:00:00	14.625					
694	05/03/21	11:00:00	14.697					
695	05/03/21	12:00:00	14.745					
696	05/03/21	13:00:00	14.816					
697	05/03/21	14:00:00	14.864					
698	05/03/21	15:00:00	14.888					
699	05/03/21	16:00:00	14.960					
700	05/03/21	17:00:00	14.936					
701	05/03/21	18:00:00	14.960					
702	05/03/21	19:00:00	14.912					
703	05/03/21	20:00:00	14.912					
704	05/03/21	21:00:00	14.888					
705	05/03/21	22:00:00	14.840					
706	05/03/21	23:00:00	14.816					
707	06/03/21	00:00:00	14.816					
708	06/03/21	01:00:00	14.816					
709	06/03/21	02:00:00	14.721					
710	06/03/21	03:00:00	14.673					
