"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20364086, SEN S/N: 20364086, LBL: Aire_25m)"	"Acoplador separado (LGR S/N: 20364086, SEN S/N: 20364086)"	"Acoplador adjunto (LGR S/N: 20364086, SEN S/N: 20364086)"	"Host conectado (LGR S/N: 20364086, SEN S/N: 20364086)"	"Parado (LGR S/N: 20364086, SEN S/N: 20364086)"	"Final de archivo (LGR S/N: 20364086, SEN S/N: 20364086)"
85	20/05/22	22:00:00	16.392					
86	20/05/22	23:00:00	16.439					
87	21/05/22	00:00:00	16.487					
88	21/05/22	01:00:00	16.439					
89	21/05/22	02:00:00	16.558					
90	21/05/22	03:00:00	16.749					
91	21/05/22	04:00:00	16.915					
92	21/05/22	05:00:00	17.177					
93	21/05/22	06:00:00	17.130					
94	21/05/22	07:00:00	16.987					
95	21/05/22	08:00:00	16.725					
96	21/05/22	09:00:00	16.630					
97	21/05/22	10:00:00	16.558					
98	21/05/22	11:00:00	16.558					
99	21/05/22	12:00:00	16.558					
100	21/05/22	13:00:00	16.511					
101	21/05/22	14:00:00	16.272					
102	21/05/22	15:00:00	16.392					
103	21/05/22	16:00:00	16.963					
104	21/05/22	17:00:00	16.606					
105	21/05/22	18:00:00	16.915					
106	21/05/22	19:00:00	16.701					
107	21/05/22	20:00:00	16.725					
108	21/05/22	21:00:00	16.773					
109	21/05/22	22:00:00	16.701					
110	21/05/22	23:00:00	16.677					
111	22/05/22	00:00:00	16.630					
112	22/05/22	01:00:00	16.249					
113	22/05/22	02:00:00	16.225					
114	22/05/22	03:00:00	16.320					
115	22/05/22	04:00:00	16.249					
116	22/05/22	05:00:00	16.153					
117	22/05/22	06:00:00	16.129					
118	22/05/22	07:00:00	16.153					
119	22/05/22	08:00:00	16.225					
120	22/05/22	09:00:00	16.344					
121	22/05/22	10:00:00	16.439					
122	22/05/22	11:00:00	16.534					
123	22/05/22	12:00:00	16.511					
124	22/05/22	13:00:00	16.630					
125	22/05/22	14:00:00	16.844					
126	22/05/22	15:00:00	16.963					
127	22/05/22	16:00:00	16.915					
128	22/05/22	17:00:00	16.511					
129	22/05/22	18:00:00	16.511					
130	22/05/22	19:00:00	16.296					
131	22/05/22	20:00:00	16.272					
132	22/05/22	21:00:00	16.225					
133	22/05/22	22:00:00	16.201					
134	22/05/22	23:00:00	16.249					
135	23/05/22	00:00:00	16.201					
136	23/05/22	01:00:00	16.201					
137	23/05/22	02:00:00	16.201					
138	23/05/22	03:00:00	16.177					
139	23/05/22	04:00:00	16.201					
140	23/05/22	05:00:00	16.201					
141	23/05/22	06:00:00	16.392					
142	23/05/22	07:00:00	16.725					
143	23/05/22	08:00:00	16.820					
144	23/05/22	09:00:00	16.868					
145	23/05/22	10:00:00	16.844					
146	23/05/22	11:00:00	16.820					
147	23/05/22	12:00:00	16.844					
148	23/05/22	13:00:00	16.820					
149	23/05/22	14:00:00	16.225					
150	23/05/22	15:00:00	16.201					
151	23/05/22	16:00:00	16.344					
152	23/05/22	17:00:00	16.796					
153	23/05/22	18:00:00	16.749					
154	23/05/22	19:00:00	16.654					
155	23/05/22	20:00:00	16.796					
156	23/05/22	21:00:00	16.796					
157	23/05/22	22:00:00	16.534					
158	23/05/22	23:00:00	16.582					
159	24/05/22	00:00:00	16.606					
160	24/05/22	01:00:00	16.558					
161	24/05/22	02:00:00	16.677					
162	24/05/22	03:00:00	16.796					
163	24/05/22	04:00:00	17.534					
164	24/05/22	05:00:00	17.463					
165	24/05/22	06:00:00	17.058					
166	24/05/22	07:00:00	16.963					
167	24/05/22	08:00:00	16.939					
168	24/05/22	09:00:00	17.272					
169	24/05/22	10:00:00	18.033					
170	24/05/22	11:00:00	18.152					
171	24/05/22	12:00:00	18.533					
172	24/05/22	13:00:00	18.033					
173	24/05/22	14:00:00	17.534					
174	24/05/22	15:00:00	17.629					
175	24/05/22	16:00:00	17.605					
176	24/05/22	17:00:00	18.129					
177	24/05/22	18:00:00	18.010					
178	24/05/22	19:00:00	17.701					
179	24/05/22	20:00:00	17.962					
180	24/05/22	21:00:00	18.033					
181	24/05/22	22:00:00	18.200					
182	24/05/22	23:00:00	18.224					
183	25/05/22	00:00:00	18.152					
184	25/05/22	01:00:00	17.843					
185	25/05/22	02:00:00	17.177					
186	25/05/22	03:00:00	17.272					
187	25/05/22	04:00:00	17.296					
188	25/05/22	05:00:00	18.842					
189	25/05/22	06:00:00	19.413					
190	25/05/22	07:00:00	19.270					
191	25/05/22	08:00:00	18.842					
192	25/05/22	09:00:00	18.628					
193	25/05/22	10:00:00	18.081					
194	25/05/22	11:00:00	18.152					
195	25/05/22	12:00:00	17.819					
196	25/05/22	13:00:00	17.605					
197	25/05/22	14:00:00	18.152					
198	25/05/22	15:00:00	18.343					
199	25/05/22	16:00:00	18.913					
200	25/05/22	17:00:00	19.127					
201	25/05/22	18:00:00	19.103					
202	25/05/22	19:00:00	19.222					
203	25/05/22	20:00:00	19.555					
204	25/05/22	21:00:00	19.793					
205	25/05/22	22:00:00	19.912					
206	25/05/22	23:00:00	19.960					
207	26/05/22	00:00:00	20.174					
208	26/05/22	01:00:00	20.198					
209	26/05/22	02:00:00	19.389					
210	26/05/22	03:00:00	19.080					
211	26/05/22	04:00:00	19.175					
212	26/05/22	05:00:00	18.961					
213	26/05/22	06:00:00	18.842					
214	26/05/22	07:00:00	18.985					
215	26/05/22	08:00:00	19.294					
216	26/05/22	09:00:00	19.484					
217	26/05/22	10:00:00	19.555					
218	26/05/22	11:00:00	19.056					
219	26/05/22	12:00:00	18.747					
220	26/05/22	13:00:00	18.913					
221	26/05/22	14:00:00	18.652					
222	26/05/22	15:00:00	18.794					
223	26/05/22	16:00:00	19.318					
224	26/05/22	17:00:00	19.365					
225	26/05/22	18:00:00	19.365					
226	26/05/22	19:00:00	19.032					
227	26/05/22	20:00:00	19.246					
228	26/05/22	21:00:00	19.151					
229	26/05/22	22:00:00	19.151					
230	26/05/22	23:00:00	19.175					
231	27/05/22	00:00:00	19.175					
232	27/05/22	01:00:00	19.318					
233	27/05/22	02:00:00	19.460					
234	27/05/22	03:00:00	19.484					
235	27/05/22	04:00:00	19.460					
236	27/05/22	05:00:00	19.436					
237	27/05/22	06:00:00	16.820					
238	27/05/22	07:00:00	16.534					
239	27/05/22	08:00:00	16.511					
240	27/05/22	09:00:00	16.654					
241	27/05/22	10:00:00	18.152					
242	27/05/22	11:00:00	17.629					
243	27/05/22	12:00:00	17.724					
244	27/05/22	13:00:00	17.915					
245	27/05/22	14:00:00	18.580					
246	27/05/22	15:00:00	18.557					
247	27/05/22	16:00:00	18.438					
248	27/05/22	17:00:00	18.414					
249	27/05/22	18:00:00	18.390					
250	27/05/22	19:00:00	18.414					
251	27/05/22	20:00:00	18.509					
252	27/05/22	21:00:00	18.604					
253	27/05/22	22:00:00	18.580					
254	27/05/22	23:00:00	18.723					
255	28/05/22	00:00:00	18.771					
256	28/05/22	01:00:00	18.842					
257	28/05/22	02:00:00	18.794					
258	28/05/22	03:00:00	18.937					
259	28/05/22	04:00:00	18.961					
260	28/05/22	05:00:00	18.985					
261	28/05/22	06:00:00	18.961					
262	28/05/22	07:00:00	18.461					
263	28/05/22	08:00:00	17.986					
264	28/05/22	09:00:00	18.081					
265	28/05/22	10:00:00	18.081					
266	28/05/22	11:00:00	18.343					
267	28/05/22	12:00:00	18.580					
268	28/05/22	13:00:00	18.866					
269	28/05/22	14:00:00	18.961					
270	28/05/22	15:00:00	18.985					
271	28/05/22	16:00:00	19.056					
272	28/05/22	17:00:00	19.080					
273	28/05/22	18:00:00	19.270					
274	28/05/22	19:00:00	19.389					
275	28/05/22	20:00:00	19.318					
276	28/05/22	21:00:00	18.937					
277	28/05/22	22:00:00	18.509					
278	28/05/22	23:00:00	18.509					
279	29/05/22	00:00:00	18.557					
280	29/05/22	01:00:00	18.580					
281	29/05/22	02:00:00	18.652					
282	29/05/22	03:00:00	18.723					
283	29/05/22	04:00:00	18.747					
284	29/05/22	05:00:00	18.723					
285	29/05/22	06:00:00	18.414					
286	29/05/22	07:00:00	18.224					
287	29/05/22	08:00:00	18.485					
288	29/05/22	09:00:00	18.842					
289	29/05/22	10:00:00	17.915					
290	29/05/22	11:00:00	18.319					
291	29/05/22	12:00:00	18.033					
292	29/05/22	13:00:00	18.414					
293	29/05/22	14:00:00	18.557					
294	29/05/22	15:00:00	18.723					
295	29/05/22	16:00:00	19.127					
296	29/05/22	17:00:00	16.963					
297	29/05/22	18:00:00	16.534					
298	29/05/22	19:00:00	16.201					
299	29/05/22	20:00:00	15.891					
300	29/05/22	21:00:00	15.748					
301	29/05/22	22:00:00	16.034					
302	29/05/22	23:00:00	16.654					
303	30/05/22	00:00:00	16.701					
304	30/05/22	01:00:00	16.820					
305	30/05/22	02:00:00	17.082					
306	30/05/22	03:00:00	17.558					
307	30/05/22	04:00:00	18.081					
308	30/05/22	05:00:00	18.319					
309	30/05/22	06:00:00	17.748					
310	30/05/22	07:00:00	17.605					
311	30/05/22	08:00:00	17.368					
312	30/05/22	09:00:00	16.844					
313	30/05/22	10:00:00	17.034					
314	30/05/22	11:00:00	17.510					
315	30/05/22	12:00:00	17.843					
316	30/05/22	13:00:00	17.867					
317	30/05/22	14:00:00	17.867					
318	30/05/22	15:00:00	17.510					
319	30/05/22	16:00:00	17.486					
320	30/05/22	17:00:00	17.510					
321	30/05/22	18:00:00	17.629					
322	30/05/22	19:00:00	17.677					
323	30/05/22	20:00:00	17.130					
324	30/05/22	21:00:00	16.820					
325	30/05/22	22:00:00	16.987					
326	30/05/22	23:00:00	18.319					
327	31/05/22	00:00:00	17.534					
328	31/05/22	01:00:00	18.366					
329	31/05/22	02:00:00	18.889					
330	31/05/22	03:00:00	19.103					
331	31/05/22	04:00:00	18.533					
332	31/05/22	05:00:00	17.582					
333	31/05/22	06:00:00	17.130					
334	31/05/22	07:00:00	16.796					
335	31/05/22	08:00:00	17.653					
336	31/05/22	09:00:00	17.819					
337	31/05/22	10:00:00	17.938					
338	31/05/22	11:00:00	18.224					
339	31/05/22	12:00:00	18.461					
340	31/05/22	13:00:00	18.461					
341	31/05/22	14:00:00	18.557					
342	31/05/22	15:00:00	18.604					
343	31/05/22	16:00:00	18.628					
344	31/05/22	17:00:00	18.628					
345	31/05/22	18:00:00	18.414					
346	31/05/22	19:00:00	18.414					
347	31/05/22	20:00:00	18.390					
348	31/05/22	21:00:00	18.366					
349	31/05/22	22:00:00	18.343					
350	31/05/22	23:00:00	18.176					
351	01/06/22	00:00:00	18.200					
352	01/06/22	01:00:00	18.295					
353	01/06/22	02:00:00	18.366					
354	01/06/22	03:00:00	18.390					
355	01/06/22	04:00:00	17.867					
356	01/06/22	05:00:00	17.843					
357	01/06/22	06:00:00	17.748					
358	01/06/22	07:00:00	17.510					
359	01/06/22	08:00:00	17.558					
360	01/06/22	09:00:00	17.653					
361	01/06/22	10:00:00	17.677					
362	01/06/22	11:00:00	18.033					
363	01/06/22	12:00:00	17.891					
364	01/06/22	13:00:00	17.677					
365	01/06/22	14:00:00	17.915					
366	01/06/22	15:00:00	17.867					
367	01/06/22	16:00:00	17.915					
368	01/06/22	17:00:00	18.057					
369	01/06/22	18:00:00	18.105					
370	01/06/22	19:00:00	18.414					
371	01/06/22	20:00:00	18.652					
372	01/06/22	21:00:00	17.153					
373	01/06/22	22:00:00	16.963					
374	01/06/22	23:00:00	16.844					
375	02/06/22	00:00:00	16.820					
376	02/06/22	01:00:00	17.368					
377	02/06/22	02:00:00	17.938					
378	02/06/22	03:00:00	17.867					
379	02/06/22	04:00:00	17.558					
380	02/06/22	05:00:00	17.582					
381	02/06/22	06:00:00	17.534					
382	02/06/22	07:00:00	17.724					
383	02/06/22	08:00:00	17.796					
384	02/06/22	09:00:00	17.867					
385	02/06/22	10:00:00	17.962					
386	02/06/22	11:00:00	18.010					
387	02/06/22	12:00:00	18.057					
388	02/06/22	13:00:00	18.247					
389	02/06/22	14:00:00	18.271					
390	02/06/22	15:00:00	18.343					
391	02/06/22	16:00:00	18.343					
392	02/06/22	17:00:00	18.604					
393	02/06/22	18:00:00	18.866					
394	02/06/22	19:00:00	17.177					
395	02/06/22	20:00:00	17.201					
396	02/06/22	21:00:00	17.558					
397	02/06/22	22:00:00	18.319					
398	02/06/22	23:00:00	18.580					
399	03/06/22	00:00:00	18.652					
400	03/06/22	01:00:00	18.723					
401	03/06/22	02:00:00	18.390					
402	03/06/22	03:00:00	18.295					
403	03/06/22	04:00:00	18.319					
404	03/06/22	05:00:00	18.628					
405	03/06/22	06:00:00	17.843					
406	03/06/22	07:00:00	18.033					
407	03/06/22	08:00:00	18.152					
408	03/06/22	09:00:00	18.152					
409	03/06/22	10:00:00	18.129					
410	03/06/22	11:00:00	18.295					
411	03/06/22	12:00:00	18.461					
412	03/06/22	13:00:00	18.652					
413	03/06/22	14:00:00	18.485					
414	03/06/22	15:00:00	18.509					
415	03/06/22	16:00:00	18.533					
416	03/06/22	17:00:00	19.127					
417	03/06/22	18:00:00	19.246					
418	03/06/22	19:00:00	18.723					
419	03/06/22	20:00:00	18.628					
420	03/06/22	21:00:00	18.247					
421	03/06/22	22:00:00	18.176					
422	03/06/22	23:00:00	18.081					
423	04/06/22	00:00:00	17.986					
424	04/06/22	01:00:00	17.938					
425	04/06/22	02:00:00	17.796					
426	04/06/22	03:00:00	18.771					
427	04/06/22	04:00:00	18.913					
428	04/06/22	05:00:00	18.438					
429	04/06/22	06:00:00	18.271					
430	04/06/22	07:00:00	18.010					
431	04/06/22	08:00:00	18.057					
432	04/06/22	09:00:00	18.129					
433	04/06/22	10:00:00	17.915					
434	04/06/22	11:00:00	18.081					
435	04/06/22	12:00:00	18.295					
436	04/06/22	13:00:00	18.366					
437	04/06/22	14:00:00	18.390					
438	04/06/22	15:00:00	18.509					
439	04/06/22	16:00:00	18.675					
440	04/06/22	17:00:00	18.842					
441	04/06/22	18:00:00	18.818					
442	04/06/22	19:00:00	18.628					
443	04/06/22	20:00:00	18.129					
444	04/06/22	21:00:00	17.938					
445	04/06/22	22:00:00	17.915					
446	04/06/22	23:00:00	17.938					
447	05/06/22	00:00:00	17.867					
448	05/06/22	01:00:00	17.748					
449	05/06/22	02:00:00	17.724					
450	05/06/22	03:00:00	17.344					
451	05/06/22	04:00:00	17.177					
452	05/06/22	05:00:00	16.915					
453	05/06/22	06:00:00	17.201					
454	05/06/22	07:00:00	17.748					
455	05/06/22	08:00:00	17.867					
456	05/06/22	09:00:00	17.915					
457	05/06/22	10:00:00	17.867					
458	05/06/22	11:00:00	17.391					
459	05/06/22	12:00:00	17.058					
460	05/06/22	13:00:00	16.796					
461	05/06/22	14:00:00	16.987					
462	05/06/22	15:00:00	17.510					
463	05/06/22	16:00:00	16.344					
464	05/06/22	17:00:00	16.582					
465	05/06/22	18:00:00	17.748					
466	05/06/22	19:00:00	17.796					
467	05/06/22	20:00:00	17.867					
468	05/06/22	21:00:00	18.081					
469	05/06/22	22:00:00	17.582					
470	05/06/22	23:00:00	16.868					
471	06/06/22	00:00:00	17.011					
472	06/06/22	01:00:00	17.463					
473	06/06/22	02:00:00	17.558					
474	06/06/22	03:00:00	17.819					
475	06/06/22	04:00:00	18.105					
476	06/06/22	05:00:00	18.129					
477	06/06/22	06:00:00	18.033					
478	06/06/22	07:00:00	18.319					
479	06/06/22	08:00:00	18.176					
480	06/06/22	09:00:00	18.414					
481	06/06/22	10:00:00	18.533					
482	06/06/22	11:00:00	18.628					
483	06/06/22	12:00:00	18.271					
484	06/06/22	13:00:00	18.319					
485	06/06/22	14:00:00	18.319					
486	06/06/22	15:00:00	18.343					
487	06/06/22	16:00:00	18.604					
488	06/06/22	17:00:00	18.889					
489	06/06/22	18:00:00	18.604					
490	06/06/22	19:00:00	18.295					
491	06/06/22	20:00:00	18.224					
492	06/06/22	21:00:00	18.152					
493	06/06/22	22:00:00	18.129					
494	06/06/22	23:00:00	17.962					
495	07/06/22	00:00:00	18.366					
496	07/06/22	01:00:00	18.414					
497	07/06/22	02:00:00	18.366					
498	07/06/22	03:00:00	18.390					
499	07/06/22	04:00:00	18.414					
500	07/06/22	05:00:00	18.438					
501	07/06/22	06:00:00	18.343					
502	07/06/22	07:00:00	18.152					
503	07/06/22	08:00:00	17.819					
504	07/06/22	09:00:00	18.438					
505	07/06/22	10:00:00	18.913					
506	07/06/22	11:00:00	18.723					
507	07/06/22	12:00:00	18.580					
508	07/06/22	13:00:00	18.818					
509	07/06/22	14:00:00	19.246					
510	07/06/22	15:00:00	18.652					
511	07/06/22	16:00:00	18.604					
512	07/06/22	17:00:00	18.129					
513	07/06/22	18:00:00	18.271					
514	07/06/22	19:00:00	18.485					
515	07/06/22	20:00:00	17.986					
516	07/06/22	21:00:00	17.653					
517	07/06/22	22:00:00	17.653					
518	07/06/22	23:00:00	17.034					
519	08/06/22	00:00:00	16.868					
520	08/06/22	01:00:00	16.844					
521	08/06/22	02:00:00	17.439					
522	08/06/22	03:00:00	17.915					
523	08/06/22	04:00:00	18.675					
524	08/06/22	05:00:00	19.436					
525	08/06/22	06:00:00	19.793					
526	08/06/22	07:00:00	19.722					
527	08/06/22	08:00:00	18.628					
528	08/06/22	09:00:00	18.461					
529	08/06/22	10:00:00	18.438					
530	08/06/22	11:00:00	18.343					
531	08/06/22	12:00:00	17.629					
532	08/06/22	13:00:00	17.463					
533	08/06/22	14:00:00	17.510					
534	08/06/22	15:00:00	17.106					
535	08/06/22	16:00:00	16.773					
536	08/06/22	17:00:00	16.558					
537	08/06/22	18:00:00	16.939					
538	08/06/22	19:00:00	17.605					
539	08/06/22	20:00:00	17.986					
540	08/06/22	21:00:00	18.343					
541	08/06/22	22:00:00	18.485					
542	08/06/22	23:00:00	17.796					
543	09/06/22	00:00:00	18.010					
544	09/06/22	01:00:00	18.652					
545	09/06/22	02:00:00	19.199					
546	09/06/22	03:00:00	18.271					
547	09/06/22	04:00:00	17.629					
548	09/06/22	05:00:00	17.368					
549	09/06/22	06:00:00	18.771					
550	09/06/22	07:00:00	19.460					
551	09/06/22	08:00:00	18.937					
552	09/06/22	09:00:00	18.675					
553	09/06/22	10:00:00	17.867					
554	09/06/22	11:00:00	17.653					
555	09/06/22	12:00:00	18.343					
556	09/06/22	13:00:00	17.891					
557	09/06/22	14:00:00	17.653					
558	09/06/22	15:00:00	17.701					
559	09/06/22	16:00:00	17.915					
560	09/06/22	17:00:00	18.247					
561	09/06/22	18:00:00	18.247					
562	09/06/22	19:00:00	18.699					
563	09/06/22	20:00:00	20.222					
564	09/06/22	21:00:00	20.746					
565	09/06/22	22:00:00	20.984					
566	09/06/22	23:00:00	21.223					
567	10/06/22	00:00:00	21.366					
568	10/06/22	01:00:00	19.912					
569	10/06/22	02:00:00	18.319					
570	10/06/22	03:00:00	17.891					
571	10/06/22	04:00:00	17.891					
572	10/06/22	05:00:00	19.555					
573	10/06/22	06:00:00	19.532					
574	10/06/22	07:00:00	18.366					
575	10/06/22	08:00:00	18.438					
576	10/06/22	09:00:00	18.842					
577	10/06/22	10:00:00	18.937					
578	10/06/22	11:00:00	19.365					
579	10/06/22	12:00:00	20.531					
580	10/06/22	13:00:00	20.412					
581	10/06/22	14:00:00	20.722					
582	10/06/22	15:00:00	20.603					
583	10/06/22	16:00:00	21.008					
584	10/06/22	17:00:00	21.056					
585	10/06/22	18:00:00	21.127					
586	10/06/22	19:00:00	21.127					
587	10/06/22	20:00:00	21.199					
588	10/06/22	21:00:00	20.984					
589	10/06/22	22:00:00	20.865					
590	10/06/22	23:00:00	21.056					
591	11/06/22	00:00:00	21.581					
592	11/06/22	01:00:00	21.199					
593	11/06/22	02:00:00	19.746					
594	11/06/22	03:00:00	15.509					
595	11/06/22	04:00:00	15.366					
596	11/06/22	05:00:00	15.438					
597	11/06/22	06:00:00	17.011					
598	11/06/22	07:00:00	16.487					
599	11/06/22	08:00:00	18.652					
600	11/06/22	09:00:00	18.129					
601	11/06/22	10:00:00	18.628					
602	11/06/22	11:00:00	18.794					
603	11/06/22	12:00:00	18.818					
604	11/06/22	13:00:00	19.579					
605	11/06/22	14:00:00	19.532					
606	11/06/22	15:00:00	18.937					
607	11/06/22	16:00:00	17.915					
608	11/06/22	17:00:00	16.725					
609	11/06/22	18:00:00	16.368					
610	11/06/22	19:00:00	16.249					
611	11/06/22	20:00:00	18.937					
612	11/06/22	21:00:00	20.055					
613	11/06/22	22:00:00	19.888					
614	11/06/22	23:00:00	20.650					
615	12/06/22	00:00:00	20.555					
616	12/06/22	01:00:00	20.507					
617	12/06/22	02:00:00	20.388					
618	12/06/22	03:00:00	20.388					
619	12/06/22	04:00:00	19.960					
620	12/06/22	05:00:00	17.534					
621	12/06/22	06:00:00	16.987					
622	12/06/22	07:00:00	17.153					
623	12/06/22	08:00:00	17.582					
624	12/06/22	09:00:00	17.724					
625	12/06/22	10:00:00	18.985					
626	12/06/22	11:00:00	17.320					
627	12/06/22	12:00:00	17.296					
628	12/06/22	13:00:00	17.915					
629	12/06/22	14:00:00	17.796					
630	12/06/22	15:00:00	17.486					
631	12/06/22	16:00:00	16.749					
632	12/06/22	17:00:00	16.177					
633	12/06/22	18:00:00	16.153					
634	12/06/22	19:00:00	16.654					
635	12/06/22	20:00:00	19.817					
636	12/06/22	21:00:00	20.293					
637	12/06/22	22:00:00	20.579					
638	12/06/22	23:00:00	19.865					
639	13/06/22	00:00:00	19.888					
640	13/06/22	01:00:00	19.436					
641	13/06/22	02:00:00	19.294					
642	13/06/22	03:00:00	20.055					
643	13/06/22	04:00:00	20.103					
644	13/06/22	05:00:00	18.937					
645	13/06/22	06:00:00	18.699					
646	13/06/22	07:00:00	18.628					
647	13/06/22	08:00:00	18.366					
648	13/06/22	09:00:00	18.081					
649	13/06/22	10:00:00	19.175					
650	13/06/22	11:00:00	20.555					
651	13/06/22	12:00:00	21.246					
652	13/06/22	13:00:00	20.817					
653	13/06/22	14:00:00	19.698					
654	13/06/22	15:00:00	19.770					
655	13/06/22	16:00:00	18.818					
656	13/06/22	17:00:00	18.390					
657	13/06/22	18:00:00	17.938					
658	13/06/22	19:00:00	18.152					
659	13/06/22	20:00:00	18.533					
660	13/06/22	21:00:00	19.722					
661	13/06/22	22:00:00	19.793					
662	13/06/22	23:00:00	19.912					
663	14/06/22	00:00:00	19.912					
664	14/06/22	01:00:00	20.007					
665	14/06/22	02:00:00	19.912					
666	14/06/22	03:00:00	19.032					
667	14/06/22	04:00:00	18.604					
668	14/06/22	05:00:00	18.152					
669	14/06/22	06:00:00	18.438					
670	14/06/22	07:00:00	18.747					
671	14/06/22	08:00:00	18.866					
672	14/06/22	09:00:00	19.341					
673	14/06/22	10:00:00	19.341					
674	14/06/22	11:00:00	19.508					
675	14/06/22	12:00:00	20.055					
676	14/06/22	13:00:00	19.793					
677	14/06/22	14:00:00	19.793					
678	14/06/22	15:00:00	19.579					
679	14/06/22	16:00:00	19.532					
680	14/06/22	17:00:00	19.389					
681	14/06/22	18:00:00	19.008					
682	14/06/22	19:00:00	18.628					
683	14/06/22	20:00:00	18.366					
684	14/06/22	21:00:00	18.033					
685	14/06/22	22:00:00	18.937					
686	14/06/22	23:00:00	20.293					
687	15/06/22	00:00:00	21.748					
688	15/06/22	01:00:00	20.889					
689	15/06/22	02:00:00	20.984					
690	15/06/22	03:00:00	20.531					
691	15/06/22	04:00:00	20.198					
692	15/06/22	05:00:00	19.532					
693	15/06/22	06:00:00	19.151					
694	15/06/22	07:00:00	17.249					
695	15/06/22	08:00:00	16.701					
696	15/06/22	09:00:00	16.701					
697	15/06/22	10:00:00	16.677					
698	15/06/22	11:00:00	16.939					
699	15/06/22	12:00:00	19.175					
700	15/06/22	13:00:00	20.698					
701	15/06/22	14:00:00	19.817					
702	15/06/22	15:00:00	19.413					
703	15/06/22	16:00:00	19.222					
704	15/06/22	17:00:00	19.341					
705	15/06/22	18:00:00	19.246					
706	15/06/22	19:00:00	18.152					
707	15/06/22	20:00:00	17.177					
708	15/06/22	21:00:00	16.987					
709	15/06/22	22:00:00	16.939					
710	15/06/22	23:00:00	17.415					
