"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20235938, SEN S/N: 20235938, LBL: Sagro 10m)"	"Acoplador separado (LGR S/N: 20235938, SEN S/N: 20235938)"	"Acoplador adjunto (LGR S/N: 20235938, SEN S/N: 20235938)"	"Host conectado (LGR S/N: 20235938, SEN S/N: 20235938)"	"Parado (LGR S/N: 20235938, SEN S/N: 20235938)"	"Final de archivo (LGR S/N: 20235938, SEN S/N: 20235938)"
99	06/05/23	15:00:00	16.439					
100	06/05/23	16:00:00	16.439					
101	06/05/23	17:00:00	16.558					
102	06/05/23	18:00:00	16.534					
103	06/05/23	19:00:00	16.415					
104	06/05/23	20:00:00	16.201					
105	06/05/23	21:00:00	16.129					
106	06/05/23	22:00:00	15.963					
107	06/05/23	23:00:00	15.843					
108	07/05/23	00:00:00	15.748					
109	07/05/23	01:00:00	15.843					
110	07/05/23	02:00:00	16.129					
111	07/05/23	03:00:00	15.939					
112	07/05/23	04:00:00	16.058					
113	07/05/23	05:00:00	16.177					
114	07/05/23	06:00:00	16.034					
115	07/05/23	07:00:00	16.082					
116	07/05/23	08:00:00	15.963					
117	07/05/23	09:00:00	15.819					
118	07/05/23	10:00:00	15.867					
119	07/05/23	11:00:00	15.986					
120	07/05/23	12:00:00	16.034					
121	07/05/23	13:00:00	15.891					
122	07/05/23	14:00:00	15.629					
123	07/05/23	15:00:00	15.485					
124	07/05/23	16:00:00	15.438					
125	07/05/23	17:00:00	15.819					
126	07/05/23	18:00:00	16.201					
127	07/05/23	19:00:00	16.249					
128	07/05/23	20:00:00	16.225					
129	07/05/23	21:00:00	16.439					
130	07/05/23	22:00:00	16.272					
131	07/05/23	23:00:00	16.177					
132	08/05/23	00:00:00	15.963					
133	08/05/23	01:00:00	15.819					
134	08/05/23	02:00:00	15.772					
135	08/05/23	03:00:00	15.772					
136	08/05/23	04:00:00	15.509					
137	08/05/23	05:00:00	15.461					
138	08/05/23	06:00:00	15.461					
139	08/05/23	07:00:00	15.581					
140	08/05/23	08:00:00	15.986					
141	08/05/23	09:00:00	16.058					
142	08/05/23	10:00:00	15.843					
143	08/05/23	11:00:00	15.819					
144	08/05/23	12:00:00	16.010					
145	08/05/23	13:00:00	15.986					
146	08/05/23	14:00:00	16.010					
147	08/05/23	15:00:00	15.891					
148	08/05/23	16:00:00	15.772					
149	08/05/23	17:00:00	15.748					
150	08/05/23	18:00:00	15.509					
151	08/05/23	19:00:00	15.509					
152	08/05/23	20:00:00	15.963					
153	08/05/23	21:00:00	15.724					
154	08/05/23	22:00:00	15.796					
155	08/05/23	23:00:00	15.939					
156	09/05/23	00:00:00	15.676					
157	09/05/23	01:00:00	15.485					
158	09/05/23	02:00:00	15.414					
159	09/05/23	03:00:00	15.414					
160	09/05/23	04:00:00	15.509					
161	09/05/23	05:00:00	15.461					
162	09/05/23	06:00:00	15.509					
163	09/05/23	07:00:00	15.581					
164	09/05/23	08:00:00	15.605					
165	09/05/23	09:00:00	15.915					
166	09/05/23	10:00:00	15.819					
167	09/05/23	11:00:00	15.796					
168	09/05/23	12:00:00	16.034					
169	09/05/23	13:00:00	15.963					
170	09/05/23	14:00:00	15.963					
171	09/05/23	15:00:00	15.867					
172	09/05/23	16:00:00	15.748					
173	09/05/23	17:00:00	16.129					
174	09/05/23	18:00:00	16.487					
175	09/05/23	19:00:00	16.392					
176	09/05/23	20:00:00	16.415					
177	09/05/23	21:00:00	15.867					
178	09/05/23	22:00:00	16.249					
179	09/05/23	23:00:00	16.272					
180	10/05/23	00:00:00	16.272					
181	10/05/23	01:00:00	16.249					
182	10/05/23	02:00:00	15.963					
183	10/05/23	03:00:00	15.939					
184	10/05/23	04:00:00	15.986					
185	10/05/23	05:00:00	16.773					
186	10/05/23	06:00:00	16.106					
187	10/05/23	07:00:00	16.058					
188	10/05/23	08:00:00	16.082					
189	10/05/23	09:00:00	16.058					
190	10/05/23	10:00:00	15.867					
191	10/05/23	11:00:00	15.652					
192	10/05/23	12:00:00	15.652					
193	10/05/23	13:00:00	15.676					
194	10/05/23	14:00:00	15.915					
195	10/05/23	15:00:00	16.058					
196	10/05/23	16:00:00	16.106					
197	10/05/23	17:00:00	16.606					
198	10/05/23	18:00:00	16.606					
199	10/05/23	19:00:00	16.439					
200	10/05/23	20:00:00	16.701					
201	10/05/23	21:00:00	16.796					
202	10/05/23	22:00:00	16.915					
203	10/05/23	23:00:00	17.296					
204	11/05/23	00:00:00	17.415					
205	11/05/23	01:00:00	17.391					
206	11/05/23	02:00:00	17.368					
207	11/05/23	03:00:00	17.344					
208	11/05/23	04:00:00	17.344					
209	11/05/23	05:00:00	17.344					
210	11/05/23	06:00:00	17.344					
211	11/05/23	07:00:00	17.344					
212	11/05/23	08:00:00	17.344					
213	11/05/23	09:00:00	17.415					
214	11/05/23	10:00:00	17.368					
215	11/05/23	11:00:00	17.201					
216	11/05/23	12:00:00	17.510					
217	11/05/23	13:00:00	17.534					
218	11/05/23	14:00:00	17.510					
219	11/05/23	15:00:00	17.605					
220	11/05/23	16:00:00	17.938					
221	11/05/23	17:00:00	18.057					
222	11/05/23	18:00:00	18.033					
223	11/05/23	19:00:00	18.010					
224	11/05/23	20:00:00	17.796					
225	11/05/23	21:00:00	17.677					
226	11/05/23	22:00:00	17.724					
227	11/05/23	23:00:00	17.724					
228	12/05/23	00:00:00	17.677					
229	12/05/23	01:00:00	17.629					
230	12/05/23	02:00:00	17.558					
231	12/05/23	03:00:00	17.510					
232	12/05/23	04:00:00	17.486					
233	12/05/23	05:00:00	17.415					
234	12/05/23	06:00:00	17.391					
235	12/05/23	07:00:00	17.344					
236	12/05/23	08:00:00	17.272					
237	12/05/23	09:00:00	17.391					
238	12/05/23	10:00:00	17.534					
239	12/05/23	11:00:00	17.605					
240	12/05/23	12:00:00	17.463					
241	12/05/23	13:00:00	17.486					
242	12/05/23	14:00:00	17.486					
243	12/05/23	15:00:00	17.439					
244	12/05/23	16:00:00	17.463					
245	12/05/23	17:00:00	17.534					
246	12/05/23	18:00:00	17.748					
247	12/05/23	19:00:00	17.701					
248	12/05/23	20:00:00	17.677					
249	12/05/23	21:00:00	17.701					
250	12/05/23	22:00:00	17.701					
251	12/05/23	23:00:00	17.701					
252	13/05/23	00:00:00	17.677					
253	13/05/23	01:00:00	17.677					
254	13/05/23	02:00:00	17.677					
255	13/05/23	03:00:00	17.677					
256	13/05/23	04:00:00	17.653					
257	13/05/23	05:00:00	17.653					
258	13/05/23	06:00:00	17.701					
259	13/05/23	07:00:00	17.701					
260	13/05/23	08:00:00	17.772					
261	13/05/23	09:00:00	17.819					
262	13/05/23	10:00:00	17.843					
263	13/05/23	11:00:00	17.843					
264	13/05/23	12:00:00	17.843					
265	13/05/23	13:00:00	17.843					
266	13/05/23	14:00:00	17.819					
267	13/05/23	15:00:00	17.796					
268	13/05/23	16:00:00	17.938					
269	13/05/23	17:00:00	17.915					
270	13/05/23	18:00:00	17.843					
271	13/05/23	19:00:00	17.915					
272	13/05/23	20:00:00	17.915					
273	13/05/23	21:00:00	17.701					
274	13/05/23	22:00:00	17.653					
275	13/05/23	23:00:00	17.653					
276	14/05/23	00:00:00	17.582					
277	14/05/23	01:00:00	17.415					
278	14/05/23	02:00:00	17.415					
279	14/05/23	03:00:00	17.391					
280	14/05/23	04:00:00	17.439					
281	14/05/23	05:00:00	17.439					
282	14/05/23	06:00:00	17.463					
283	14/05/23	07:00:00	17.439					
284	14/05/23	08:00:00	17.391					
285	14/05/23	09:00:00	17.605					
286	14/05/23	10:00:00	17.724					
287	14/05/23	11:00:00	17.796					
288	14/05/23	12:00:00	17.724					
289	14/05/23	13:00:00	17.677					
290	14/05/23	14:00:00	17.772					
291	14/05/23	15:00:00	17.724					
292	14/05/23	16:00:00	17.677					
293	14/05/23	17:00:00	17.724					
294	14/05/23	18:00:00	17.724					
295	14/05/23	19:00:00	17.748					
296	14/05/23	20:00:00	17.819					
297	14/05/23	21:00:00	17.796					
298	14/05/23	22:00:00	17.772					
299	14/05/23	23:00:00	17.748					
300	15/05/23	00:00:00	17.748					
301	15/05/23	01:00:00	17.748					
302	15/05/23	02:00:00	17.701					
303	15/05/23	03:00:00	17.677					
304	15/05/23	04:00:00	17.677					
305	15/05/23	05:00:00	17.653					
306	15/05/23	06:00:00	17.629					
307	15/05/23	07:00:00	17.605					
308	15/05/23	08:00:00	17.605					
309	15/05/23	09:00:00	17.677					
310	15/05/23	10:00:00	17.748					
311	15/05/23	11:00:00	17.819					
312	15/05/23	12:00:00	17.843					
313	15/05/23	13:00:00	17.986					
314	15/05/23	14:00:00	17.915					
315	15/05/23	15:00:00	17.843					
316	15/05/23	16:00:00	17.891					
317	15/05/23	17:00:00	17.915					
318	15/05/23	18:00:00	17.843					
319	15/05/23	19:00:00	17.772					
320	15/05/23	20:00:00	17.748					
321	15/05/23	21:00:00	17.867					
322	15/05/23	22:00:00	18.152					
323	15/05/23	23:00:00	18.152					
324	16/05/23	00:00:00	18.200					
325	16/05/23	01:00:00	18.176					
326	16/05/23	02:00:00	18.176					
327	16/05/23	03:00:00	18.176					
328	16/05/23	04:00:00	18.152					
329	16/05/23	05:00:00	18.129					
330	16/05/23	06:00:00	18.129					
331	16/05/23	07:00:00	18.105					
332	16/05/23	08:00:00	18.105					
333	16/05/23	09:00:00	18.105					
334	16/05/23	10:00:00	18.129					
335	16/05/23	11:00:00	18.129					
336	16/05/23	12:00:00	18.010					
337	16/05/23	13:00:00	18.010					
338	16/05/23	14:00:00	18.033					
339	16/05/23	15:00:00	18.010					
340	16/05/23	16:00:00	17.962					
341	16/05/23	17:00:00	17.962					
342	16/05/23	18:00:00	17.962					
343	16/05/23	19:00:00	17.962					
344	16/05/23	20:00:00	17.915					
345	16/05/23	21:00:00	17.867					
346	16/05/23	22:00:00	17.867					
347	16/05/23	23:00:00	17.867					
348	17/05/23	00:00:00	17.867					
349	17/05/23	01:00:00	17.843					
350	17/05/23	02:00:00	17.843					
351	17/05/23	03:00:00	17.843					
352	17/05/23	04:00:00	17.843					
353	17/05/23	05:00:00	17.819					
354	17/05/23	06:00:00	17.819					
355	17/05/23	07:00:00	17.819					
356	17/05/23	08:00:00	17.867					
357	17/05/23	09:00:00	17.891					
358	17/05/23	10:00:00	17.938					
359	17/05/23	11:00:00	18.010					
360	17/05/23	12:00:00	18.152					
361	17/05/23	13:00:00	18.152					
362	17/05/23	14:00:00	18.129					
363	17/05/23	15:00:00	18.105					
364	17/05/23	16:00:00	18.033					
365	17/05/23	17:00:00	18.010					
366	17/05/23	18:00:00	17.986					
367	17/05/23	19:00:00	17.962					
368	17/05/23	20:00:00	17.938					
369	17/05/23	21:00:00	17.915					
370	17/05/23	22:00:00	17.915					
371	17/05/23	23:00:00	17.915					
372	18/05/23	00:00:00	17.915					
373	18/05/23	01:00:00	17.915					
374	18/05/23	02:00:00	17.891					
375	18/05/23	03:00:00	17.867					
376	18/05/23	04:00:00	17.867					
377	18/05/23	05:00:00	17.867					
378	18/05/23	06:00:00	17.843					
379	18/05/23	07:00:00	17.843					
380	18/05/23	08:00:00	17.843					
381	18/05/23	09:00:00	17.867					
382	18/05/23	10:00:00	17.915					
383	18/05/23	11:00:00	18.057					
384	18/05/23	12:00:00	18.129					
385	18/05/23	13:00:00	18.105					
386	18/05/23	14:00:00	18.152					
387	18/05/23	15:00:00	18.129					
388	18/05/23	16:00:00	18.033					
389	18/05/23	17:00:00	18.010					
390	18/05/23	18:00:00	17.986					
391	18/05/23	19:00:00	17.938					
392	18/05/23	20:00:00	18.010					
393	18/05/23	21:00:00	17.867					
394	18/05/23	22:00:00	17.843					
395	18/05/23	23:00:00	17.819					
396	19/05/23	00:00:00	17.819					
397	19/05/23	01:00:00	17.772					
398	19/05/23	02:00:00	17.748					
399	19/05/23	03:00:00	17.748					
400	19/05/23	04:00:00	17.724					
401	19/05/23	05:00:00	17.748					
402	19/05/23	06:00:00	17.796					
403	19/05/23	07:00:00	17.772					
404	19/05/23	08:00:00	17.748					
405	19/05/23	09:00:00	17.701					
406	19/05/23	10:00:00	17.701					
407	19/05/23	11:00:00	17.701					
408	19/05/23	12:00:00	17.677					
409	19/05/23	13:00:00	17.677					
410	19/05/23	14:00:00	17.629					
411	19/05/23	15:00:00	17.605					
412	19/05/23	16:00:00	17.558					
413	19/05/23	17:00:00	17.534					
414	19/05/23	18:00:00	17.724					
415	19/05/23	19:00:00	17.748					
416	19/05/23	20:00:00	17.724					
417	19/05/23	21:00:00	17.891					
418	19/05/23	22:00:00	17.819					
419	19/05/23	23:00:00	17.796					
420	20/05/23	00:00:00	17.748					
421	20/05/23	01:00:00	17.701					
422	20/05/23	02:00:00	17.439					
423	20/05/23	03:00:00	17.177					
424	20/05/23	04:00:00	16.963					
425	20/05/23	05:00:00	16.749					
426	20/05/23	06:00:00	17.034					
427	20/05/23	07:00:00	17.653					
428	20/05/23	08:00:00	17.748					
429	20/05/23	09:00:00	17.724					
430	20/05/23	10:00:00	17.772					
431	20/05/23	11:00:00	17.772					
432	20/05/23	12:00:00	17.772					
433	20/05/23	13:00:00	17.772					
434	20/05/23	14:00:00	17.819					
435	20/05/23	15:00:00	17.796					
436	20/05/23	16:00:00	17.724					
437	20/05/23	17:00:00	17.701					
438	20/05/23	18:00:00	17.677					
439	20/05/23	19:00:00	17.463					
440	20/05/23	20:00:00	17.130					
441	20/05/23	21:00:00	16.868					
442	20/05/23	22:00:00	16.963					
443	20/05/23	23:00:00	16.296					
444	21/05/23	00:00:00	16.796					
445	21/05/23	01:00:00	16.630					
446	21/05/23	02:00:00	16.106					
447	21/05/23	03:00:00	16.106					
448	21/05/23	04:00:00	16.106					
449	21/05/23	05:00:00	17.058					
450	21/05/23	06:00:00	16.915					
451	21/05/23	07:00:00	17.439					
452	21/05/23	08:00:00	17.701					
453	21/05/23	09:00:00	17.677					
454	21/05/23	10:00:00	17.510					
455	21/05/23	11:00:00	17.058					
456	21/05/23	12:00:00	17.534					
457	21/05/23	13:00:00	17.463					
458	21/05/23	14:00:00	17.296					
459	21/05/23	15:00:00	17.819					
460	21/05/23	16:00:00	17.558					
461	21/05/23	17:00:00	17.843					
462	21/05/23	18:00:00	17.724					
463	21/05/23	19:00:00	16.773					
464	21/05/23	20:00:00	17.344					
465	21/05/23	21:00:00	17.486					
466	21/05/23	22:00:00	17.344					
467	21/05/23	23:00:00	17.772					
468	22/05/23	00:00:00	17.748					
469	22/05/23	01:00:00	17.439					
470	22/05/23	02:00:00	17.439					
471	22/05/23	03:00:00	17.677					
472	22/05/23	04:00:00	17.724					
473	22/05/23	05:00:00	17.915					
474	22/05/23	06:00:00	17.915					
475	22/05/23	07:00:00	18.010					
476	22/05/23	08:00:00	18.033					
477	22/05/23	09:00:00	18.105					
478	22/05/23	10:00:00	18.033					
479	22/05/23	11:00:00	17.915					
480	22/05/23	12:00:00	18.010					
481	22/05/23	13:00:00	17.962					
482	22/05/23	14:00:00	17.986					
483	22/05/23	15:00:00	18.033					
484	22/05/23	16:00:00	18.033					
485	22/05/23	17:00:00	18.033					
486	22/05/23	18:00:00	18.081					
487	22/05/23	19:00:00	18.129					
488	22/05/23	20:00:00	18.057					
489	22/05/23	21:00:00	18.010					
490	22/05/23	22:00:00	17.962					
491	22/05/23	23:00:00	18.010					
492	23/05/23	00:00:00	18.033					
493	23/05/23	01:00:00	18.129					
494	23/05/23	02:00:00	17.962					
495	23/05/23	03:00:00	17.867					
496	23/05/23	04:00:00	17.796					
497	23/05/23	05:00:00	17.748					
498	23/05/23	06:00:00	17.819					
499	23/05/23	07:00:00	17.772					
500	23/05/23	08:00:00	17.867					
501	23/05/23	09:00:00	17.962					
502	23/05/23	10:00:00	18.010					
503	23/05/23	11:00:00	17.986					
504	23/05/23	12:00:00	18.176					
505	23/05/23	13:00:00	18.247					
506	23/05/23	14:00:00	18.343					
507	23/05/23	15:00:00	18.414					
508	23/05/23	16:00:00	18.366					
509	23/05/23	17:00:00	18.247					
510	23/05/23	18:00:00	17.415					
511	23/05/23	19:00:00	17.843					
512	23/05/23	20:00:00	17.677					
513	23/05/23	21:00:00	17.510					
514	23/05/23	22:00:00	17.439					
515	23/05/23	23:00:00	17.439					
516	24/05/23	00:00:00	17.463					
517	24/05/23	01:00:00	17.463					
518	24/05/23	02:00:00	17.463					
519	24/05/23	03:00:00	17.439					
520	24/05/23	04:00:00	17.391					
521	24/05/23	05:00:00	17.772					
522	24/05/23	06:00:00	17.938					
523	24/05/23	07:00:00	17.986					
524	24/05/23	08:00:00	18.033					
525	24/05/23	09:00:00	17.486					
526	24/05/23	10:00:00	17.629					
527	24/05/23	11:00:00	17.534					
528	24/05/23	12:00:00	17.629					
529	24/05/23	13:00:00	17.415					
530	24/05/23	14:00:00	17.249					
531	24/05/23	15:00:00	17.962					
532	24/05/23	16:00:00	17.867					
533	24/05/23	17:00:00	17.463					
534	24/05/23	18:00:00	17.439					
535	24/05/23	19:00:00	17.724					
536	24/05/23	20:00:00	17.391					
537	24/05/23	21:00:00	17.344					
538	24/05/23	22:00:00	16.796					
539	24/05/23	23:00:00	16.296					
540	25/05/23	00:00:00	16.129					
541	25/05/23	01:00:00	16.106					
542	25/05/23	02:00:00	16.129					
543	25/05/23	03:00:00	16.153					
544	25/05/23	04:00:00	16.153					
545	25/05/23	05:00:00	16.129					
546	25/05/23	06:00:00	16.582					
547	25/05/23	07:00:00	17.011					
548	25/05/23	08:00:00	16.415					
549	25/05/23	09:00:00	16.463					
550	25/05/23	10:00:00	16.463					
551	25/05/23	11:00:00	16.773					
552	25/05/23	12:00:00	16.725					
553	25/05/23	13:00:00	16.320					
554	25/05/23	14:00:00	16.915					
555	25/05/23	15:00:00	17.391					
556	25/05/23	16:00:00	17.486					
557	25/05/23	17:00:00	17.582					
558	25/05/23	18:00:00	17.558					
559	25/05/23	19:00:00	17.629					
560	25/05/23	20:00:00	17.153					
561	25/05/23	21:00:00	16.701					
562	25/05/23	22:00:00	16.630					
563	25/05/23	23:00:00	16.487					
564	26/05/23	00:00:00	16.201					
565	26/05/23	01:00:00	16.058					
566	26/05/23	02:00:00	16.106					
567	26/05/23	03:00:00	16.677					
568	26/05/23	04:00:00	16.677					
569	26/05/23	05:00:00	16.296					
570	26/05/23	06:00:00	16.201					
571	26/05/23	07:00:00	15.986					
572	26/05/23	08:00:00	15.963					
573	26/05/23	09:00:00	16.082					
574	26/05/23	10:00:00	17.486					
575	26/05/23	11:00:00	17.344					
576	26/05/23	12:00:00	18.010					
577	26/05/23	13:00:00	17.891					
578	26/05/23	14:00:00	18.081					
579	26/05/23	15:00:00	17.915					
580	26/05/23	16:00:00	17.915					
581	26/05/23	17:00:00	17.653					
582	26/05/23	18:00:00	17.605					
583	26/05/23	19:00:00	17.034					
584	26/05/23	20:00:00	19.008					
585	26/05/23	21:00:00	19.318					
586	26/05/23	22:00:00	18.913					
587	26/05/23	23:00:00	17.510					
588	27/05/23	00:00:00	17.629					
589	27/05/23	01:00:00	17.344					
590	27/05/23	02:00:00	16.939					
591	27/05/23	03:00:00	16.392					
592	27/05/23	04:00:00	16.082					
593	27/05/23	05:00:00	16.153					
594	27/05/23	06:00:00	16.010					
595	27/05/23	07:00:00	16.344					
596	27/05/23	08:00:00	16.344					
597	27/05/23	09:00:00	17.296					
598	27/05/23	10:00:00	18.913					
599	27/05/23	11:00:00	19.151					
600	27/05/23	12:00:00	19.103					
601	27/05/23	13:00:00	19.246					
602	27/05/23	14:00:00	19.603					
603	27/05/23	15:00:00	19.341					
604	27/05/23	16:00:00	19.294					
605	27/05/23	17:00:00	19.222					
606	27/05/23	18:00:00	19.175					
607	27/05/23	19:00:00	18.937					
608	27/05/23	20:00:00	18.961					
609	27/05/23	21:00:00	18.985					
610	27/05/23	22:00:00	18.628					
611	27/05/23	23:00:00	18.224					
612	28/05/23	00:00:00	18.224					
613	28/05/23	01:00:00	17.938					
614	28/05/23	02:00:00	18.247					
615	28/05/23	03:00:00	18.271					
616	28/05/23	04:00:00	17.748					
617	28/05/23	05:00:00	18.033					
618	28/05/23	06:00:00	17.344					
619	28/05/23	07:00:00	16.582					
620	28/05/23	08:00:00	16.153					
621	28/05/23	09:00:00	16.249					
622	28/05/23	10:00:00	16.939					
623	28/05/23	11:00:00	18.580					
624	28/05/23	12:00:00	19.341					
625	28/05/23	13:00:00	18.699					
626	28/05/23	14:00:00	20.507					
627	28/05/23	15:00:00	20.555					
628	28/05/23	16:00:00	20.174					
629	28/05/23	17:00:00	20.031					
630	28/05/23	18:00:00	19.912					
631	28/05/23	19:00:00	19.603					
632	28/05/23	20:00:00	19.199					
633	28/05/23	21:00:00	18.675					
634	28/05/23	22:00:00	18.343					
635	28/05/23	23:00:00	18.105					
636	29/05/23	00:00:00	17.843					
637	29/05/23	01:00:00	17.368					
638	29/05/23	02:00:00	17.201					
639	29/05/23	03:00:00	16.511					
640	29/05/23	04:00:00	16.296					
641	29/05/23	05:00:00	16.201					
642	29/05/23	06:00:00	16.701					
643	29/05/23	07:00:00	16.963					
644	29/05/23	08:00:00	16.725					
645	29/05/23	09:00:00	16.487					
646	29/05/23	10:00:00	16.249					
647	29/05/23	11:00:00	18.533					
648	29/05/23	12:00:00	17.510					
649	29/05/23	13:00:00	18.652					
650	29/05/23	14:00:00	17.843					
651	29/05/23	15:00:00	19.984					
652	29/05/23	16:00:00	19.817					
653	29/05/23	17:00:00	19.270					
654	29/05/23	18:00:00	18.937					
655	29/05/23	19:00:00	19.341					
656	29/05/23	20:00:00	19.579					
657	29/05/23	21:00:00	19.674					
658	29/05/23	22:00:00	19.627					
659	29/05/23	23:00:00	18.010					
660	30/05/23	00:00:00	19.579					
661	30/05/23	01:00:00	18.271					
662	30/05/23	02:00:00	17.463					
663	30/05/23	03:00:00	17.249					
664	30/05/23	04:00:00	17.486					
665	30/05/23	05:00:00	17.177					
666	30/05/23	06:00:00	17.225					
667	30/05/23	07:00:00	17.106					
668	30/05/23	08:00:00	17.201					
669	30/05/23	09:00:00	17.201					
670	30/05/23	10:00:00	17.368					
671	30/05/23	11:00:00	17.486					
672	30/05/23	12:00:00	17.534					
673	30/05/23	13:00:00	17.629					
674	30/05/23	14:00:00	17.677					
675	30/05/23	15:00:00	18.081					
676	30/05/23	16:00:00	17.772					
677	30/05/23	17:00:00	17.605					
678	30/05/23	18:00:00	17.843					
679	30/05/23	19:00:00	18.247					
680	30/05/23	20:00:00	18.295					
681	30/05/23	21:00:00	18.461					
682	30/05/23	22:00:00	18.557					
683	30/05/23	23:00:00	19.199					
684	31/05/23	00:00:00	19.008					
685	31/05/23	01:00:00	18.913					
686	31/05/23	02:00:00	18.343					
687	31/05/23	03:00:00	18.057					
688	31/05/23	04:00:00	17.201					
689	31/05/23	05:00:00	16.963					
690	31/05/23	06:00:00	16.844					
691	31/05/23	07:00:00	16.630					
692	31/05/23	08:00:00	16.582					
693	31/05/23	09:00:00	16.701					
694	31/05/23	10:00:00	16.368					
695	31/05/23	11:00:00	16.296					
696	31/05/23	12:00:00	16.368					
697	31/05/23	13:00:00	16.487					
698	31/05/23	14:00:00	16.677					
699	31/05/23	15:00:00	18.390					
700	31/05/23	16:00:00	18.414					
701	31/05/23	17:00:00	17.891					
702	31/05/23	18:00:00	17.605					
703	31/05/23	19:00:00	18.057					
704	31/05/23	20:00:00	18.652					
705	31/05/23	21:00:00	18.200					
706	31/05/23	22:00:00	17.605					
707	31/05/23	23:00:00	17.891					
708	01/06/23	00:00:00	17.796					
709	01/06/23	01:00:00	17.439					
710	01/06/23	02:00:00	17.796					
